ReportingDate,FACILITY NAME,COUNTY,TYPE,COMPLIANCE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS,Reporting
11-16-2020,Courtyard Manor of Wixom II,OAKLAND,AFC, ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor of Wixom III,OAKLAND,AFC, ,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor of Wixom IV,OAKLAND,AFC, ,0.0,15.0,0.0,0.0,1.0,5.0,0.0,0.0,Yes
11-16-2020,Cranberry Park Of Milford,OAKLAND,HFA, ,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Evergreen Health & Living Center,OAKLAND,SNF, ,0.0,101.0,0.0,7.0,0.0,18.0,0.0,1.0,Yes
11-16-2020,Farmington Hills Inn,OAKLAND,HFA, ,0.0,31.0,0.0,9.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Fleischman Residence,OAKLAND,HFA, ,0.0,24.0,0.0,22.0,0.0,28.0,0.0,0.0,Yes
11-16-2020,Fox Run Village,OAKLAND,SNF, ,0.0,2.0,0.0,3.0,0.0,15.0,0.0,0.0,Yes
11-16-2020,Grace Senior Living,OAKLAND,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Greenfield Rehab & Nursing Center,OAKLAND,SNF, ,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Heartland Health Care Center - Oakland,OAKLAND,SNF, ,0.0,20.0,0.0,4.0,4.0,19.0,0.0,0.0,Yes
11-16-2020,Jewish Apt. & Ser. - Coville I,OAKLAND,AFC, ,0.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,Yes
11-16-2020,Jewish Apt. & Ser. Coville III,OAKLAND,AFC, ,0.0,4.0,0.0,1.0,0.0,14.0,0.0,0.0,Yes
11-16-2020,Jewish Apt. & Services- Coville II,OAKLAND,AFC, ,0.0,3.0,0.0,1.0,0.0,14.0,0.0,0.0,Yes
11-16-2020,Kelly Community Center,OAKLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Lahser Hills Care Centre,OAKLAND,SNF, ,0.0,43.0,0.0,5.0,0.0,44.0,0.0,1.0,Yes
11-16-2020,Lake Orion Nursing Center,OAKLAND,SNF, ,0.0,28.0,0.0,6.0,1.0,22.0,0.0,0.0,Yes
11-16-2020,Lourdes Rehabilitation and Healthcare ,OAKLAND,SNF, ,0.0,10.0,0.0,2.0,2.0,25.0,0.0,0.0,Yes
11-16-2020,Maple Manor Rehab Center of Novi,OAKLAND,SNF, ,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,Yes
11-16-2020,Medilodge of Farmington,OAKLAND,SNF, ,0.0,31.0,0.0,11.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Medilodge of Milford,OAKLAND,SNF, ,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Medilodge of Rochester Hills,OAKLAND,SNF, ,0.0,52.0,0.0,20.0,0.0,13.0,0.0,0.0,Yes
11-16-2020,Medilodge of Southfield,OAKLAND,SNF, ,0.0,52.0,0.0,21.0,2.0,18.0,0.0,0.0,Yes
11-16-2020,Mercy Bellbrook/Frances Warde,OAKLAND,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Mercy Bellbrook/McAuley,OAKLAND,AFC, ,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Mission Point of Holly,OAKLAND,SNF, ,0.0,17.0,0.0,7.0,2.0,10.0,0.0,0.0,Yes
11-16-2020,North Meadow,OAKLAND,AFC, ,0.0,7.0,0.0,2.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Notting Hill of West Bloomfield,OAKLAND,SNF, ,0.0,47.0,0.0,12.0,0.0,18.0,0.0,0.0,Yes
11-16-2020,Novi Lakes Health Campus,OAKLAND,SNF, ,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,Yes
11-16-2020,Novi Lakes Health Campus HFA,OAKLAND,HFA, ,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,Yes
11-16-2020,Oakland Manor Nursing Rehab Center,OAKLAND,SNF, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Oakland Nursing Center,OAKLAND,SNF, ,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,Yes
11-16-2020,Oakridge Manor Nursing and Rehab Center,OAKLAND,SNF, ,0.0,18.0,0.0,8.0,0.0,13.0,0.0,0.0,Yes
11-16-2020,Polk House,OAKLAND,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Pomeroy Living - Rochester Skilled,OAKLAND,SNF, ,0.0,76.0,0.0,0.0,1.0,26.0,0.0,0.0,Yes
11-16-2020,Pomeroy Living Orion Assisted & Memory Care,OAKLAND,HFA, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,Pomeroy Living Rochester Assisted,OAKLAND,HFA, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Regency at Waterford,OAKLAND,SNF, ,0.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,Renaissance Gardens at Fox Run,OAKLAND,HFA, ,0.0,18.0,0.0,10.0,1.0,9.0,0.0,0.0,Yes
11-16-2020,Rose Senior Living at Providence Park,OAKLAND,HFA, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Royal Oak House,OAKLAND,HFA, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Sanctuary at Bellbrook,OAKLAND,HFA, ,0.0,12.0,0.0,6.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Sandyside Senior Living,OAKLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,SKLD - Bloomfield Hills,OAKLAND,SNF, ,0.0,133.0,0.0,14.0,1.0,20.0,0.0,0.0,Yes
11-16-2020,SKLD - West Bloomfield,OAKLAND,SNF, ,0.0,209.0,0.0,14.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,South Lyon Senior Care and Rehab,OAKLAND,SNF, ,0.0,15.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,South Stone,OAKLAND,AFC, ,0.0,7.0,0.0,4.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Southfield Center,OAKLAND,AFC, ,0.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,St. Anne's Mead Nursing Facility ,OAKLAND,SNF, ,0.0,15.0,0.0,11.0,0.0,23.0,0.0,0.0,Yes
11-16-2020,St. Anne's Mead Retirement Home,OAKLAND,HFA, ,0.0,19.0,0.0,9.0,0.0,18.0,0.0,0.0,Yes
11-16-2020,Sunrise of North Farmington Hills,OAKLAND,HFA, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Sunrise of Rochester,OAKLAND,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,The Manor of Farmington Hills,OAKLAND,SNF, ,0.0,63.0,0.0,14.0,1.0,15.0,0.0,0.0,Yes
11-16-2020,The Mendelson Home,OAKLAND,HFA, ,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,The Neighborhoods at White Lake,OAKLAND,SNF, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,The Neighborhoods of White Lake,OAKLAND,HFA, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,The Villa at Green Lake Estates,OAKLAND,SNF, ,0.0,35.0,0.0,7.0,1.0,37.0,0.0,0.0,Yes
11-16-2020,Townehall Place of West Bloomfield,OAKLAND,HFA, ,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Villa at Silverbell Estate,OAKLAND,SNF, ,0.0,47.0,0.0,11.0,1.0,15.0,0.0,0.0,Yes
11-16-2020,Waltonwood at Royal Oak,OAKLAND,HFA, ,0.0,19.0,0.0,6.0,1.0,18.0,0.0,0.0,Yes
11-16-2020,Waltonwood at Twelve Oaks II,OAKLAND,HFA, ,0.0,5.0,0.0,2.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Waltonwood at University II,OAKLAND,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,"Waterford Oaks Senior Care, Inc.",OAKLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,"Waterford Oaks Senior Care, Inc. West",OAKLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,WellBridge of Clarkston,OAKLAND,SNF, ,0.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,Yes
11-16-2020,WellBridge of Novi,OAKLAND,SNF, ,0.0,12.0,0.0,5.0,0.0,18.0,0.0,0.0,Yes
11-16-2020,West Bloomfield Nursing Center,OAKLAND,SNF, ,0.0,68.0,0.0,19.0,2.0,28.0,0.0,0.0,Yes
11-16-2020,West Hickory Haven,OAKLAND,SNF, ,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Woodward Hills Nursing Center,OAKLAND,SNF, ,0.0,58.0,0.0,4.0,0.0,19.0,0.0,0.0,Yes
11-16-2020,Cherry Blossom Manor Inc.,OCEANA,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Horizon Senior Living III,OGEMAW,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Villa at Rose City ,OGEMAW,SNF, ,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,Yes
11-16-2020,Wellspring Lutheran Services Fairview,OSCODA,SNF, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Munson Healthcare Otsego Mem Hosp - LTC,OTSEGO,SNF, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Porches Of Gaylord,OTSEGO,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Holland Bay Pointe,OTTAWA,AFC, ,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,AHSL Holland Boardwalk,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Holland Driftwood,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,AHSL Holland Lakeshore,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Holland Lighthouse,OTTAWA,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Jenison Beechwood,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Jenison Cherrywood,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Jenison Cottonwood,OTTAWA,AFC, ,0.0,5.0,0.0,2.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,AHSL Jenison Maplewood,OTTAWA,AFC, ,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,AHSL Jenison Sandalwood,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Jenison Willowood,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,AHSL Spring Lake Pebblebrook,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,AHSL Spring Lake Stoneybrook,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,AHSL Spring Lake Timberbrook,OTTAWA,AFC, ,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Allendale Nursing & Rehab. Community,OTTAWA,SNF, ,0.0,2.0,0.0,0.0,2.0,21.0,0.0,0.0,Yes
11-16-2020,Appledorn ALC North,OTTAWA,HFA, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,Christian Haven Home,OTTAWA,HFA, ,0.0,32.0,0.0,10.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,Freedom Village Holland Assisted Living,OTTAWA,HFA, ,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Hallmark Living Holland,OTTAWA,SNF, ,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Harbor House Beacon Place,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Harbor Point Intensive East Unit,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Harbor Point Intensive West Unit,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Heritage Nursing & Rehab. Community,OTTAWA,SNF, ,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Maple Woods Cottage,OTTAWA,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Mission Point of Lamont,OTTAWA,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Pine Ridge Assisted Living Fac,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Riverside Nursing Centre,OTTAWA,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Seville,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,Yes
11-16-2020,Sheldon Meadows Assisted Living Center,OTTAWA,HFA, ,0.0,12.0,0.0,9.0,2.0,8.0,0.0,0.0,Yes
11-16-2020,Simarron AFC Home,OTTAWA,AFC, ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Yes
11-16-2020,The Inn at Freedom Village,OTTAWA,HFA, ,0.0,8.0,1.0,4.0,2.0,10.0,0.0,0.0,Yes
11-16-2020,Medilodge of Rogers City,PRESQUE ISLE,SNF, ,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,The Horizon Senior Living,ROSCOMMON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Lighthouse At Roscommon,ROSCOMMON,SNF, ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Yes
11-16-2020,Bavarian Comfort Care,SAGINAW,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Chesaning Nursing & Rehab Center,SAGINAW,SNF, ,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,Yes
11-16-2020,Community Village,SAGINAW,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Covenant Glen Memory Care,SAGINAW,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Covenant Glen of Frankenmuth,SAGINAW,HFA, ,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,Yes
11-16-2020,Edgewood Assisted Living Center,SAGINAW,HFA, ,0.0,6.0,0.0,4.0,0.0,14.0,0.0,0.0,Yes
11-16-2020,Medilodge of Frankenmuth,SAGINAW,SNF, ,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,Yes
11-16-2020,New Hope Valley,SAGINAW,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,NHIL Operations,SAGINAW,HFA, ,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,Yes
11-16-2020,Saginaw Bickford Cottage,SAGINAW,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Saginaw Senior Care,SAGINAW,SNF, ,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Samaritas  Senior Living Saginaw,SAGINAW,SNF, ,0.0,31.0,0.0,12.0,3.0,22.0,0.0,1.0,Yes
11-16-2020,Shields Comfort Care,SAGINAW,HFA, ,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,Yes
11-16-2020,Union Court Assisted Living,SAGINAW,HFA, ,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Union Court Assisted Living of Chesaning,SAGINAW,HFA, ,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Wellspring Lutheran Frankenmuth,SAGINAW,SNF, ,0.0,62.0,0.0,28.0,0.0,32.0,0.0,0.0,Yes
11-16-2020,Marwood Manor Nursing Home,SAINT CLAIR,SNF, ,0.0,4.0,0.0,0.0,3.0,14.0,0.0,0.0,Yes
11-16-2020,Medilodge of Port Huron ,SAINT CLAIR,SNF, ,0.0,28.0,0.0,3.0,4.0,17.0,0.0,0.0,Yes
11-16-2020,Mercy Village #1,SAINT CLAIR,AFC, ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Mercy Village #2,SAINT CLAIR,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Regency On the Lake - Ft. Gratiot,SAINT CLAIR,SNF, ,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,River Bend #1,SAINT CLAIR,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,River Bend #2,SAINT CLAIR,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,"Sage Creek Senior Living, LLC",SAINT CLAIR,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Sanborn Gratiot Memorial Home,SAINT CLAIR,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Wadhams Creek,SAINT CLAIR,AFC, ,0.0,8.0,0.0,4.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Bowman Place,SAINT JOSEPH,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Fairview Living Center,SAINT JOSEPH,SNF, ,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Grace Healthcare of Three Rivers,SAINT JOSEPH,SNF, ,0.0,39.0,2.0,13.0,1.0,17.0,0.0,0.0,Yes
11-16-2020,Heartland Health Care Center - Three Riv,SAINT JOSEPH,SNF, ,0.0,5.0,0.0,2.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,The Villa,SAINT JOSEPH,HFA, ,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,Yes
11-16-2020,Autumnwood of Deckerville,SANILAC,SNF, ,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,Yes
11-16-2020,"Stonegate Village Assisted Living, LLC",SANILAC,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Schoolcraft County Medical Care Facility,SCHOOLCRAFT,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Durand Senior Care and Rehab Center,SHIAWASSEE,SNF, ,0.0,58.0,0.0,14.0,0.0,42.0,0.0,0.0,Yes
11-16-2020,Lodge of Durand MC North,SHIAWASSEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Memorial Healthcare Center,SHIAWASSEE,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Oliver Woods #4,SHIAWASSEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Oliver Woods 2,SHIAWASSEE,AFC, ,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Oliver Woods 3,SHIAWASSEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Meadows,SHIAWASSEE,HFA, ,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Fisher Senior Care and Rehabilitation,TUSCOLA,SNF, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Heritage Hill Assisted Living,TUSCOLA,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Beacon Home at Wave Crest,VAN BUREN,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Graceway at Countryside,VAN BUREN,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,River Ridge Retirement Village,VAN BUREN,AFC, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,River Ridge Retirement Village Specialized Care,VAN BUREN,AFC, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,South Haven Nursing & Rehab,VAN BUREN,SNF, ,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Brookdale Ann Arbor,WASHTENAW,HFA, ,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Brookdale W. Eisenhower Pkwy,WASHTENAW,HFA, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Care and Rehab Center at Glacier Hills,WASHTENAW,SNF, ,0.0,16.0,0.0,2.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,Chelsea Retirement Community HFA,WASHTENAW,HFA, ,0.0,4.0,0.0,3.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Fr Guanella Hall,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Gilbert Residence,WASHTENAW,SNF, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,Heartland HCC - Ann Arbor,WASHTENAW,SNF, ,0.0,17.0,0.0,2.0,7.0,31.0,0.0,0.0,Yes
11-16-2020,Hillside Terrace,WASHTENAW,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,K C Hall,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Regency At Bluffs Park,WASHTENAW,SNF, ,0.0,5.0,0.0,4.0,1.0,10.0,0.0,0.0,Yes
11-16-2020,Regency At Whitmore Lake,WASHTENAW,SNF, ,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Renaissance House,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Saint Joseph Hall,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,St. Joseph's Village  #1,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,St. Joseph's Village #2,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,StoryPoint of Ann Arbor,WASHTENAW,HFA, ,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Superior Woods Healthcare,WASHTENAW,SNF, ,0.0,44.0,0.0,13.0,2.0,15.0,0.0,0.0,Yes
11-16-2020,The Gilbert Residence,WASHTENAW,HFA, ,0.0,19.0,0.0,4.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,The Manor at Glacier Hills Home for the Aged,WASHTENAW,HFA, ,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,Yes
11-16-2020,The Meadows at Silver Maples,WASHTENAW,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,The Villa at Parkridge,WASHTENAW,SNF,NOT IN COMPLIANCE,0.0,32.0,0.0,25.0,0.0,26.0,0.0,1.0,Yes
11-16-2020,"Vibrant Life Senior Living, Superior #1",WASHTENAW,AFC, ,0.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,"Vibrant Life Senior Living, Superior #3",WASHTENAW,AFC, ,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,"Vibrant Life Senior Living, Superior #4",WASHTENAW,AFC, ,0.0,6.0,0.0,3.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Vibrant Life Sr. Living Superior #2,WASHTENAW,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Aberdeen Rehab and Skilled Nursing Ctr,WAYNE,SNF, ,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Addington Place,WAYNE,HFA, ,0.0,10.0,0.0,6.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Advantage Living Center - Samaritan,WAYNE,SNF, ,0.0,52.0,0.0,20.0,0.0,21.0,0.0,1.0,Yes
11-16-2020,Advantage Living Center Northwest,WAYNE,SNF, ,0.0,66.0,0.0,20.0,0.0,27.0,0.0,0.0,Yes
11-16-2020,Advantage Living Center Redford,WAYNE,SNF, ,0.0,29.0,0.0,4.0,0.0,14.0,0.0,0.0,Yes
11-16-2020,Advantage Living Center Southgate,WAYNE,SNF, ,0.0,40.0,0.0,6.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Advantage Living Center-Redford Village,WAYNE,HFA, ,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,"Ambassador, A Villa Center",WAYNE,SNF, ,0.0,76.0,0.0,28.0,0.0,62.0,0.0,0.0,Yes
11-16-2020,American House Grosse Pointe Cottage,WAYNE,HFA, ,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Beaconshire Nursing Center,WAYNE,SNF, ,0.0,47.0,0.0,7.0,0.0,19.0,0.0,1.0,Yes
11-16-2020,Beaumont Rehab & Continuing Care - DBN,WAYNE,SNF, ,0.0,89.0,0.0,29.0,0.0,26.0,0.0,0.0,Yes
11-16-2020,Belle Fountain Nursing & Rehab Center,WAYNE,SNF, ,0.0,34.0,0.0,6.0,1.0,30.0,0.0,0.0,Yes
11-16-2020,Bickford of Canton,WAYNE,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,"Boulevard Manor, LLC",WAYNE,SNF, ,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,"Boulevard Temple Care Center, LLC",WAYNE,SNF, ,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,Yes
