State_County,State_FacilityName,State_CMS_ProvNum,State_ReportingDate,State_confirmed_cases,State_deaths,State_CFR,State_outbreaks,State_Closed_Outbreaks,State_Open_Outbreaks,State_facilities,CMS_Week Ending,CMS_Federal Provider Number,CMS_Provider Name,CMS_Provider Address,CMS_Provider City,CMS_Provider State,CMS_Provider Zip Code,CMS_County,CMS_Number of All Beds
Kane,Alden of Waterford ,No Match,2020-12-11,19,0,0.0,1,0,1,1,,,,,,,,,
Sangamon,Regency Care,No Match,2020-12-11,19,0,0.0,1,0,1,1,,,,,,,,,
Kane,Alden Gardens of Waterford,146008,2020-12-11,19,1,0.05263157894736842,2,1,1,1,2020-12-06,146008,ALDEN OF WATERFORD,2021 RANDI DRIVE,AURORA,IL,60505,Kane,99.0
Kane,Bickford of St. Charles,No Match,2020-12-11,19,0,0.0,1,0,1,1,,,,,,,,,
Cook,Elevate Care South Holland,No Match,2020-12-11,19,6,0.3157894736842105,1,1,0,1,,,,,,,,,
Cook,Artis Senior Living of Lakeview,No Match,2020-12-11,19,8,0.42105263157894735,1,1,0,1,,,,,,,,,
Cook,Citadel of Wilmette,145932,2020-12-11,19,5,0.2631578947368421,1,1,0,1,2020-12-06,145932,CITADEL CARE CENTER-WILMETTE,432 POPLAR DRIVE,WILMETTE,IL,60091,Cook,62.0
DuPage,Wynscape Health and Rehabilitation,145213,2020-12-11,18,0,0.0,3,2,1,1,2020-12-06,145213,WYNSCAPE HEALTH & REHAB,2180 MANCHESTER ROAD,WHEATON,IL,60187,DuPage,209.0
Sangamon,Country Lane Memory Care,No Match,2020-12-11,18,0,0.0,1,0,1,1,,,,,,,,,
Lake,Lambs Farm Facilities/Nielsen House,No Match,2020-12-11,18,0,0.0,1,1,0,1,,,,,,,,,
Cook,Oak Park Brookdale,No Match,2020-12-11,18,1,0.05555555555555555,2,2,0,1,,,,,,,,,
Cook,Northbrook Inn Memory Care,No Match,2020-12-11,18,5,0.2777777777777778,1,1,0,1,,,,,,,,,
Will,Willow House,No Match,2020-12-11,18,0,0.0,1,1,0,1,,,,,,,,,
Cook,Alden Estates of Evanston,145907,2020-12-11,18,2,0.1111111111111111,1,1,0,1,2020-12-06,145907,ALDEN ESTATES OF EVANSTON,2520 GROSS POINT ROAD,EVANSTON,IL,60201,Cook,99.0
Cook,Prairie Green at Dixie Crossing,No Match,2020-12-11,18,6,0.3333333333333333,1,1,0,1,,,,,,,,,
Rock Island,Heritage Woods of Moline #2,No Match,2020-12-11,18,1,0.05555555555555555,1,0,1,1,,,,,,,,,
Cook,Waverly Inn Memory Care Community,No Match,2020-12-11,18,8,0.4444444444444444,1,1,0,1,,,,,,,,,
Cook,The Grove of La Grange,145307,2020-12-11,18,1,0.05555555555555555,2,1,1,1,2020-12-06,145307,"GROVE OF LAGRANGE PARK, THE",701 NORTH LAGRANGE ROAD,LA GRANGE PARK,IL,60526,Cook,131.0
Monroe,Cedarhurst of Waterloo,No Match,2020-12-11,18,1,0.05555555555555555,1,0,1,1,,,,,,,,,
Wayne,Fairfield Memorial Hospital,145552,2020-12-11,18,7,0.3888888888888889,1,0,1,1,2020-12-06,145552,FAIRFIELD MEMORIAL HOSPITAL,NORTH WEST 11TH STREET,FAIRFIELD,IL,62837,Wayne,30.0
Will,Trinity Living Center #1 ,No Match,2020-12-11,18,0,0.0,1,0,1,1,,,,,,,,,
McLean,The Lofts Rehabilitation and Nursing of Normal,145031,2020-12-11,18,1,0.05555555555555555,1,0,1,1,2020-12-06,145031,LOFT REHAB & NURSING OF NORMAL,510 BROADWAY,NORMAL,IL,61761,McLean,108.0
DuPage,Harbor Chase of Naperville Assisted Living,No Match,2020-12-11,18,1,0.05555555555555555,1,0,1,1,,,,,,,,,
Cook,St. Mary of Providence in Chicago,No Match,2020-12-11,18,0,0.0,1,1,0,1,,,,,,,,,
Livingston,Wm. W.Fox Developmental Center,No Match,2020-12-11,17,0,0.0,1,0,1,1,,,,,,,,,
Vermilion,Accolade Health Care of Danville,No Match,2020-12-11,17,5,0.29411764705882354,1,0,1,1,,,,,,,,,
Cook,Sunrise Senior Living,No Match,2020-12-11,17,0,0.0,1,0,1,1,,,,,,,,,
McLean,The Villas of Holly Brook-Towanda Barnes,No Match,2020-12-11,17,2,0.1176470588235294,1,1,0,1,,,,,,,,,
Logan,St. Claras Manor,145720,2020-12-11,17,9,0.5294117647058824,1,0,1,1,2020-12-06,145720,ST CLARA'S REHAB & SENIOR CARE,1450 CASTLE MANOR DRIVE,LINCOLN,IL,62656,Logan,106.0
Iroquois,Iroquois Resident Home,No Match,2020-12-11,17,1,0.05882352941176471,1,0,1,1,,,,,,,,,
Lake,ELEVATE CARE WAUKEGAN,145669,2020-12-11,17,0,0.0,1,0,1,1,2020-12-06,145669,ELEVATE CARE WAUKEGAN,2222 WEST 14TH STREET,WAUKEGAN,IL,60085,Lake,271.0
Peoria,Grand View Alzheimers Special Care Center,No Match,2020-12-11,17,4,0.2352941176470588,1,1,0,1,,,,,,,,,
Marion,Cedarhurst Memory Care of Centralia,No Match,2020-12-11,17,3,0.17647058823529413,1,0,1,1,,,,,,,,,
Cook,Citadel of Skokie  (3),No Match,2020-12-11,17,5,0.29411764705882354,1,0,1,1,,,,,,,,,
Rock Island,Serenity  (Aperion) Moline,No Match,2020-12-11,17,2,0.1176470588235294,1,1,0,1,,,,,,,,,
Kane,Bright Oaks of Aurora,No Match,2020-12-11,17,4,0.2352941176470588,1,1,0,1,,,,,,,,,
Kane,Heritage Woods and White Oaks of Huntley,No Match,2020-12-11,17,0,0.0,1,0,1,1,,,,,,,,,
Whiteside,Harbor Crest,146158,2020-12-11,17,4,0.2352941176470588,1,1,0,1,2020-12-06,146158,HARBOR CREST HOME,817 17TH STREET,FULTON,IL,61252,Whiteside,
Cook,Westminster Place,145026,2020-12-11,16,0,0.0,1,1,0,1,2020-12-06,145026,WESTMINSTER PLACE,3200 GRANT STREET,EVANSTON,IL,60201,Cook,105.0
Randolph,Cedarhurst of Sparta,No Match,2020-12-11,16,0,0.0,2,1,1,1,,,,,,,,,
DuPage,Sunrise of Bloomingdale,No Match,2020-12-11,16,1,0.0625,1,0,1,1,,,,,,,,,
Mercer,Brookstone of Aledo,No Match,2020-12-11,16,4,0.25,1,1,0,1,,,,,,,,,
DuPage,Rehab Without Walls,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Washington,Friendship Manor Health Care,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Cook,The Hartwell,No Match,2020-12-11,16,0,0.0,1,1,0,1,,,,,,,,,
Adams,Quincy Terrace,No Match,2020-12-11,16,1,0.0625,1,0,1,1,,,,,,,,,
Lake,Alden Long Grove Rehab & Health,No Match,2020-12-11,16,4,0.25,1,0,1,1,,,,,,,,,
Will,Senior Star at Weber Place,No Match,2020-12-11,16,4,0.25,2,2,0,1,,,,,,,,,
Cook,Alden Wentworth Rehab & Healthcare Center,145429,2020-12-11,16,0,0.0,1,0,1,1,2020-12-06,145429,WENTWORTH REHAB & HCC,201 WEST 69TH STREET,CHICAGO,IL,60621,Cook,300.0
Sangamon,Talor House,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Jefferson,Mt. Vernon Countryside Manor,145685,2020-12-11,16,0,0.0,2,1,1,1,2020-12-06,145685,MOUNT VERNON COUNTRYSIDE MANOR,606 EAST IL HWY 15,MOUNT VERNON,IL,62864,Jefferson,91.0
Lake,Balmoral Care Center,No Match,2020-12-11,16,2,0.125,1,1,0,1,,,,,,,,,
Cook,Caledonia Senior Living & Memory Care,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
St. Clair,Freeburg  Care  Center,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Madison,Eden Village Retirement Communtiy,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Cook,PACTT Learning -Oak Park,No Match,2020-12-11,16,0,0.0,1,1,0,1,,,,,,,,,
Madison,Cedarhurst of Collinsville,No Match,2020-12-11,16,2,0.125,1,0,1,1,,,,,,,,,
Randolph,Garden Place Red Bud,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Winnebago,PA Peterson at theCitadel,145751,2020-12-11,16,7,0.4375,1,1,0,1,2020-12-06,145751,PA PETERSON AT THE CITADEL,1311 PARKVIEW AVENUE,ROCKFORD,IL,61107,Winnebago,129.0
Tazewell,Lakeside Rehab,No Match,2020-12-11,16,0,0.0,1,0,1,1,,,,,,,,,
Lake,Cedar Lake,No Match,2020-12-11,16,8,0.5,1,1,0,1,,,,,,,,,
Will,Lakeshore Rehab & Healthcare,145694,2020-12-11,16,0,0.0,2,1,1,1,2020-12-06,145694,LAKESHORE REHAB & HEALTHCARE,3401 HENNEPIN DRIVE,JOLIET,IL,60435,Will,120.0
Peoria,Bickford Senior Living of Peoria,No Match,2020-12-11,16,3,0.1875,1,1,0,1,,,,,,,,,
Henderson,Oak Lane Nursing and Rehab,No Match,2020-12-11,16,1,0.0625,1,0,1,1,,,,,,,,,
Ogle,Liberty Village of Rochelle,No Match,2020-12-11,15,0,0.0,1,0,1,1,,,,,,,,,
St. Clair,CASEYVILLE CARE CENTER,145585,2020-12-11,15,1,0.06666666666666668,1,0,1,1,2020-12-06,145585,CASEYVILLE NURSING & REHAB CTR,601 WEST LINCOLN AVENUE,CASEYVILLE,IL,62232,St. Clair,150.0
Lake,Lake Barrington Woods ,No Match,2020-12-11,15,0,0.0,1,0,1,1,,,,,,,,,
Peoria,Sharon Healthcare - Woods,No Match,2020-12-11,15,1,0.06666666666666668,1,0,1,1,,,,,,,,,
McHenry,Fair Oaks Health Care Center,145917,2020-12-11,15,3,0.2,1,1,0,1,2020-12-06,145917,FAIR OAKS HEALTH CARE CENTER,471 TERRA COTTA AVENUE,CRYSTAL LAKE,IL,60014,McHenry,51.0
St. Clair,Four Fountains2,No Match,2020-12-11,15,1,0.06666666666666668,1,0,1,1,,,,,,,,,
Jackson,Prairie Living at Chautauqua,No Match,2020-12-11,15,1,0.06666666666666668,1,0,1,1,,,,,,,,,
Cook,Presence St. Benedict,145731,2020-12-11,15,3,0.2,1,1,0,1,2020-12-06,145731,ASCENSION SAINT BENEDICT,6930 WEST TOUHY AVENUE,NILES,IL,60714,Cook,98.0
Iroquois,Prairieview Lutheran Home,No Match,2020-12-11,15,0,0.0,1,0,1,1,,,,,,,,,
Cook,Presence Resurrection Nursing and Rehab,No Match,2020-12-11,15,0,0.0,1,0,1,1,,,,,,,,,
DeKalb,Opportunity House,No Match,2020-12-11,15,0,0.0,1,1,0,1,,,,,,,,,
DuPage,Westbridge/Wyndemere Senior Living Community,No Match,2020-12-11,15,0,0.0,1,0,1,1,,,,,,,,,
Edgar,Paris Health and Rehab,No Match,2020-12-11,15,1,0.06666666666666668,1,0,1,1,,,,,,,,,
Cook,Brookdale Orland Park,No Match,2020-12-11,15,6,0.4,1,1,0,1,,,,,,,,,
DuPage,Lexington Square Lombard,No Match,2020-12-11,15,0,0.0,2,1,1,1,,,,,,,,,
Cook,St. Joseph Village of Chicago,145637,2020-12-11,15,0,0.0,2,1,1,1,2020-12-06,145637,ST JOSEPH VILLAGE OF CHICAGO,4021 WEST BELMONT,CHICAGO,IL,60641,Cook,
Winnebago,TLC Living Community,No Match,2020-12-11,15,1,0.06666666666666668,1,1,0,1,,,,,,,,,
Cook,Lexington of Schaumburg,No Match,2020-12-11,14,0,0.0,1,0,1,1,,,,,,,,,
Kane,Fox knoll,No Match,2020-12-11,14,2,0.14285714285714285,1,1,0,1,,,,,,,,,
Cook,Manorcare Of Oak Lawn West,No Match,2020-12-11,14,1,0.07142857142857142,1,0,1,1,,,,,,,,,
Warren,Monmouth Nursing Home,146057,2020-12-11,14,3,0.21428571428571427,1,0,1,1,2020-12-06,146057,MONMOUTH NURSING HOME,117 SOUTH I STREET,MONMOUTH,IL,61462,Warren,59.0
Cook,Aperion Care Midlothian,145947,2020-12-11,14,0,0.0,2,1,1,1,2020-12-06,145947,APERION CARE MIDLOTHIAN,3249 WEST 147TH STREET,MIDLOTHIAN,IL,60445,Cook,91.0
Lake,The Village at Victory Lakes,145602,2020-12-11,14,1,0.07142857142857142,1,1,0,1,2020-12-06,145602,"VILLAGE AT VICTORY LAKES, THE",1055 EAST GRAND AVENUE,LINDENHURST,IL,60046,Lake,120.0
Macoupin,Carlinville Heritage Health,145456,2020-12-11,14,1,0.07142857142857142,2,0,2,1,2020-12-06,145456,HERITAGE HEALTH-CARLINVILLE,1200 UNIVERSITY AVENUE,CARLINVILLE,IL,62626,Macoupin,95.0
Logan,Vonderlieth Living Center,No Match,2020-12-11,14,1,0.07142857142857142,1,0,1,1,,,,,,,,,
Coles,Brookstone Estates North,No Match,2020-12-11,14,2,0.14285714285714285,1,0,1,1,,,,,,,,,
Macoupin,Hallmark Healthcare of Carlinville,No Match,2020-12-11,14,2,0.14285714285714285,1,0,1,1,,,,,,,,,
Tazewell,Briarbrook & Harris Place,No Match,2020-12-11,14,0,0.0,1,1,0,1,,,,,,,,,
Tazewell,Davies Square,No Match,2020-12-11,14,0,0.0,1,0,1,1,,,,,,,,,
McHenry,Revere Court of Crystal Lake,No Match,2020-12-11,14,3,0.21428571428571427,1,1,0,1,,,,,,,,,
Will,Trinity Living Center #2,No Match,2020-12-11,14,0,0.0,1,0,1,1,,,,,,,,,
DuPage,Burr Ridge Senior Living,No Match,2020-12-11,14,0,0.0,1,0,1,1,,,,,,,,,
Coles,Odd Fellow Rebekah Home,No Match,2020-12-11,14,0,0.0,1,0,1,1,,,,,,,,,
Cook,LITTLE SISTERS OF THE POOR ST MARYS HOME,146185,2020-12-11,14,0,0.0,1,0,1,1,2020-12-06,146185,LITTLE SISTERS OF THE POOR,2325 NORTH LAKEWOOD AVENUE,CHICAGO,IL,60614,Cook,75.0
St. Clair,Cambridge House of OFallon2,No Match,2020-12-11,14,0,0.0,1,0,1,1,,,,,,,,,
Winnebago,St Anne Center,No Match,2020-12-11,13,0,0.0,1,0,1,1,,,,,,,,,
Lee,Heritage Square,No Match,2020-12-11,13,0,0.0,1,0,1,1,,,,,,,,,
Madison,Elmwood Nursing and Rehab,145858,2020-12-11,13,0,0.0,1,1,0,1,2020-12-06,145858,ELMWOOD NURSING & REHAB CENTER,152 WILMA DRIVE,MARYVILLE,IL,62062,Madison,104.0
Kane,Northern Illinois Academy,No Match,2020-12-11,13,0,0.0,1,1,0,1,,,,,,,,,
Cook,Pershing Garden,146078,2020-12-11,13,4,0.3076923076923077,1,1,0,1,2020-12-06,146078,PERSHING GARDENS HEALTHCARE CENTER,3900 SOUTH OAK PARK AVENUE,STICKNEY,IL,60402,Cook,51.0
Kane,Northern Illinois Academy ,No Match,2020-12-11,13,0,0.0,1,0,1,1,,,,,,,,,
Kane,Riverview Rehab Center,No Match,2020-12-11,13,0,0.0,1,1,0,1,,,,,,,,,
Macoupin,Heritage Health Staunton,No Match,2020-12-11,13,1,0.07692307692307693,1,0,1,1,,,,,,,,,
Kane,Dunham Rehab & Healthcare,145980,2020-12-11,13,0,0.0,2,1,1,1,2020-12-06,145980,DUNHAM REHAB & HEALTHCARE,850 DUNHAM RD,ST CHARLES,IL,60174,Kane,109.0
Tazewell,Apostolic Christian Timber Ridge,No Match,2020-12-11,13,0,0.0,1,0,1,1,,,,,,,,,
Knox,Hawthorne Terrace,No Match,2020-12-11,13,1,0.07692307692307693,1,0,1,1,,,,,,,,,
Cook,Manor Care Health Services- Palos Heights West,145893,2020-12-11,13,0,0.0,1,0,1,1,2020-12-06,145893,MANORCARE OF PALOS HEIGHTS WEST,11860 SOUTHWEST HIGHWAY,PALOS HEIGHTS,IL,60463,Cook,130.0
Williamson,Helia Healthcare of Energy ,No Match,2020-12-11,13,2,0.15384615384615385,1,0,1,1,,,,,,,,,
Cook,Presence MaryHaven,145741,2020-12-11,13,4,0.3076923076923077,1,1,0,1,2020-12-06,145741,"CITADEL OF GLENVIEW,THE",1700 EAST LAKE AVENUE,GLENVIEW,IL,60025,Cook,135.0
Rock Island,Generations (2),No Match,2020-12-11,13,1,0.07692307692307693,1,0,1,1,,,,,,,,,
Winnebago,Walter Lawson Childrens,No Match,2020-12-11,13,0,0.0,1,0,1,1,,,,,,,,,
Jefferson,Lavender Ridge Memory Care,No Match,2020-12-11,13,3,0.2307692307692308,1,1,0,1,,,,,,,,,
Cook,The Reserve at Arlington Heights,No Match,2020-12-11,13,1,0.07692307692307693,1,0,1,1,,,,,,,,,
St. Clair,Cedarhurst of Shiloh,No Match,2020-12-11,13,0,0.0,1,0,1,1,,,,,,,,,
Lake,Auberge at Highland Park,No Match,2020-12-11,13,0,0.0,1,1,0,1,,,,,,,,,
Cook,Misericordia - Marian Center,No Match,2020-12-11,13,0,0.0,1,1,0,1,,,,,,,,,
Cook,Aspire Living Prospect Heights,No Match,2020-12-11,13,1,0.07692307692307693,1,1,0,1,,,,,,,,,
McHenry,Mercy Harvard Care Center,146014,2020-12-11,13,1,0.07692307692307693,1,0,1,1,2020-12-06,146014,MERCY HARVARD HOSPITAL CARE CENTER,901 SOUTH GRANT P O BOX 850,HARVARD,IL,60033,McHenry,34.0
Knox,Serenity of Galesburg,145987,2020-12-11,13,1,0.07692307692307693,1,0,1,1,2020-12-06,145987,SERENITY OF GALESBURG,1145 FRANK STREET,GALESBURG,IL,61401,Knox,104.0
Stark,Toulon Rehab & Health Care CTR,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Jackson,Century Assisted Living,No Match,2020-12-11,12,2,0.16666666666666666,1,0,1,1,,,,,,,,,
Kane,Batavia Rehabilitation Center,140E96,2020-12-11,12,2,0.16666666666666666,1,1,0,1,,,,,,,,,
Madison,Evergreen Place,No Match,2020-12-11,12,1,0.08333333333333333,1,1,0,1,,,,,,,,,
Cook,Covenant Home of Chicago,No Match,2020-12-11,12,0,0.0,2,1,1,1,,,,,,,,,
Madison,Foxes Grove Supportive Living Community,No Match,2020-12-11,12,0,0.0,1,0,1,1,,,,,,,,,
Cook,Margaret Manor Central,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
DuPage,Sunrise of Willowbrook Assisted Living,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Cook,Chalet Living and Rehab,145670,2020-12-11,12,0,0.0,1,0,1,1,2020-12-06,145670,CHALET LIVING & REHAB,7350 NORTH SHERIDAN ROAD,CHICAGO,IL,60626,Cook,219.0
Knox,Courtyard Estates of Knoxville,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Champaign,Bickford Senior Living,No Match,2020-12-11,12,3,0.25,2,1,1,1,,,,,,,,,
Tazewell,Aperion Care Morton Villa ,No Match,2020-12-11,12,0,0.0,1,0,1,1,,,,,,,,,
McDonough,The Lamoine Assisted Living & Memory Care,No Match,2020-12-11,12,1,0.08333333333333333,1,1,0,1,,,,,,,,,
McHenry,Eastgate Manor of Algonquin,No Match,2020-12-11,12,0,0.0,1,1,0,1,,,,,,,,,
Lake,Heritage Woods of Gurnee,No Match,2020-12-11,12,1,0.08333333333333333,3,2,1,1,,,,,,,,,
Kane,The Sheridan at Tyler Creek,No Match,2020-12-11,12,0,0.0,2,1,1,1,,,,,,,,,
Edgar,Pleasant Meadows Senior Living ,No Match,2020-12-11,12,0,0.0,1,0,1,1,,,,,,,,,
Cook,Alden North Shore ,No Match,2020-12-11,12,2,0.16666666666666666,2,0,2,1,,,,,,,,,
Winnebago,Mosaic - alpine,No Match,2020-12-11,12,0,0.0,1,0,1,1,,,,,,,,,
LaSalle,Pleasant View Lutheran Home,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Rock Island,Illini Restorative Care,145703,2020-12-11,12,0,0.0,1,1,0,1,2020-12-06,145703,ILLINI RESTORATIVE CARE,1455 HOSPITAL ROAD,SILVIS,IL,61282,Rock Island,120.0
LaSalle,Liberty Village of Peru-Hawthorne Inn,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Lake,Radford Green of Sedgebrook,No Match,2020-12-11,12,1,0.08333333333333333,1,0,1,1,,,,,,,,,
Cook,Sunrise of Flossmore,No Match,2020-12-11,12,6,0.5,1,1,0,1,,,,,,,,,
LaSalle,Heritage Health Streator,145062,2020-12-11,12,0,0.0,1,0,1,1,2020-12-06,145062,HERITAGE HEALTH-STREATOR,1525 EAST MAIN STREET,STREATOR,IL,61364,LaSalle,130.0
Kane,White Oaks Spring Street,No Match,2020-12-11,12,2,0.16666666666666666,1,1,0,1,,,,,,,,,
Cook,Victory Centre of Sierra Ridge,No Match,2020-12-11,12,1,0.08333333333333333,1,1,0,1,,,,,,,,,
Cook,Bridgeview Health Care Center,No Match,2020-12-11,12,2,0.16666666666666666,1,1,0,1,,,,,,,,,
Cook,Brookdale - Lake Shore,No Match,2020-12-11,12,0,0.0,1,0,1,1,,,,,,,,,
Livingston,Heritage Woods,No Match,2020-12-11,12,0,0.0,1,0,1,1,,,,,,,,,
Warren,Legacy Estates of Monmouth,No Match,2020-12-11,12,4,0.3333333333333333,1,0,1,1,,,,,,,,,
Cook,Prairie Green at Fays Point,No Match,2020-12-11,11,3,0.2727272727272727,1,1,0,1,,,,,,,,,
Will,Marian Village ,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Cook,Symphony Residences at Lincoln Park,No Match,2020-12-11,11,0,0.0,1,1,0,1,,,,,,,,,
DuPage,Westbridge Assisted Living Wheaton,No Match,2020-12-11,11,5,0.4545454545454545,2,2,0,1,,,,,,,,,
Lake,Arboria of Long Grove,No Match,2020-12-11,11,0,0.0,2,1,1,1,,,,,,,,,
St. Clair,Integrity Care of Belleville,145290,2020-12-11,11,1,0.09090909090909093,1,0,1,1,2020-12-06,145290,INTEGRITY HC OF BELLEVILLE,727 NORTH 17TH STREET,BELLEVILLE,IL,62226,St. Clair,
Cook,Presence Maryhaven,145741,2020-12-11,11,1,0.09090909090909093,1,0,1,1,2020-12-06,145741,"CITADEL OF GLENVIEW,THE",1700 EAST LAKE AVENUE,GLENVIEW,IL,60025,Cook,135.0
Lake,Azpira Place of Lake Zurich,No Match,2020-12-11,11,1,0.09090909090909093,1,1,0,1,,,,,,,,,
Montgomery,Tremont Ridge,No Match,2020-12-11,11,4,0.3636363636363637,1,1,0,1,,,,,,,,,
Cook,Villas South Holland,No Match,2020-12-11,11,1,0.09090909090909093,1,0,1,1,,,,,,,,,
DuPage,Thrive of Lisle Rehabilitation Center,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Will,"Charter Senoir Living, The Cottages",No Match,2020-12-11,11,2,0.18181818181818185,1,1,0,1,,,,,,,,,
Cook,Lake Cook Rehab And Nursing Center,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Tazewell,Amys Country Manor,No Match,2020-12-11,11,1,0.09090909090909093,1,0,1,1,,,,,,,,,
Lake,Sunrise of Buffalo Grove,No Match,2020-12-11,11,0,0.0,2,1,1,1,,,,,,,,,
Douglas,Tuscola Health Care Center,146086,2020-12-11,11,2,0.18181818181818185,1,0,1,1,2020-12-06,146086,TUSCOLA HEALTH CARE CENTER,1203 EGYPTIAN TRAIL,TUSCOLA,IL,61953,Douglas,73.0
Warren,Courtyard Estates of Monmouth,No Match,2020-12-11,11,1,0.09090909090909093,2,1,1,1,,,,,,,,,
DuPage,Bridgeway of Bensenville IL/AL,No Match,2020-12-11,11,1,0.09090909090909093,1,0,1,1,,,,,,,,,
Cook,Axelson Assisted Living,No Match,2020-12-11,11,2,0.18181818181818185,1,0,1,1,,,,,,,,,
Winnebago,Riverbluff Nursing Home ,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Cook,Avenues to Independence,No Match,2020-12-11,11,0,0.0,1,1,0,1,,,,,,,,,
Adams,Sunset Home,145800,2020-12-11,11,0,0.0,1,0,1,1,2020-12-06,145800,SUNSET HOME,418 WASHINGTON STREET,QUINCY,IL,62301,Adams,160.0
Kane,White Oaks at Spring Street ,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Kendall,Symphony at the Tillers of Oswego,146034,2020-12-11,11,1,0.09090909090909093,1,0,1,1,2020-12-06,146034,SYMPHONY AT THE TILLERS,4390 ROUTE 71,OSWEGO,IL,60543,Kendall,96.0
Rock Island,Illini Restorative Care (2),No Match,2020-12-11,11,1,0.09090909090909093,1,0,1,1,,,,,,,,,
Rock Island,New Perspective Senior Living,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Rock Island,Overlook Village,No Match,2020-12-11,11,1,0.09090909090909093,1,0,1,1,,,,,,,,,
DuPage,Naperville Manor Health & Rehab Center,No Match,2020-12-11,11,1,0.09090909090909093,1,1,0,1,,,,,,,,,
Kendall,Hillside Rehab and Care Center,145609,2020-12-11,11,1,0.09090909090909093,1,0,1,1,2020-12-06,145609,HILLSIDE REHAB & CARE CENTER,1308 GAME FARM ROAD,YORKVILLE,IL,60560,Kendall,79.0
Sangamon,Concordia Village Assisted Living,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Cook,Oakridge Healthcare Center ,No Match,2020-12-11,11,2,0.18181818181818185,1,0,1,1,,,,,,,,,
Lake,Sunrise of Barrington,No Match,2020-12-11,11,3,0.2727272727272727,2,1,1,1,,,,,,,,,
Kane,Sunnymere,No Match,2020-12-11,11,0,0.0,1,1,0,1,,,,,,,,,
Lake,The Grove at the Lake,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Cook,ManorCare of Arlington Heights,No Match,2020-12-11,11,5,0.4545454545454545,1,0,1,1,,,,,,,,,
Peoria,Aperion Care Peoria Heights,145811,2020-12-11,11,1,0.09090909090909093,1,0,1,1,2020-12-06,145811,APERION CARE PEORIA HEIGHTS,1629 GARDNER LANE,PEORIA HEIGHTS,IL,61616,Peoria,110.0
Champaign,Swann Special Care Center,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Peoria,Evergreen Senior Living,No Match,2020-12-11,11,1,0.09090909090909093,1,0,1,1,,,,,,,,,
Cook,Thornton Heights Terrace,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Christian,Heritage Health of Pana,145267,2020-12-11,11,13,1.181818181818182,1,0,1,1,2020-12-06,145267,HERITAGE HEALTH-PANA,1000 EAST SIXTH STREET ROAD,PANA,IL,62557,Christian,128.0
Cook,King Bruwaert House,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Cook,Crestwood Terrace,140E178,2020-12-11,11,0,0.0,2,1,1,1,,,,,,,,,
Piatt,Arbor Rose of Monticello,No Match,2020-12-11,11,5,0.4545454545454545,1,0,1,1,,,,,,,,,
Winnebago,Fair Oaks Rehabilitation and Health Care Center,No Match,2020-12-11,11,0,0.0,1,0,1,1,,,,,,,,,
Kane,Grove of St. Charles,No Match,2020-12-11,11,2,0.18181818181818185,1,1,0,1,,,,,,,,,
Kane,Heritage Woods of South Elgin ,No Match,2020-12-11,11,3,0.2727272727272727,2,2,0,1,,,,,,,,,
Douglas,Arcola Health Care,146050,2020-12-11,10,0,0.0,2,1,1,1,2020-12-06,146050,ARCOLA HEALTH CARE CENTER,422 EAST FOURTH STREET,ARCOLA,IL,61910,Douglas,100.0
DuPage,Cedarhurst of Naperville,No Match,2020-12-11,10,1,0.1,2,1,1,1,,,,,,,,,
Tazewell,Marigold Estates Pekin,No Match,2020-12-11,10,0,0.0,1,0,1,1,,,,,,,,,
Cook,Victory Center of Bartlett,No Match,2020-12-11,10,1,0.1,2,1,1,1,,,,,,,,,
