STATE_ReportingDate,CMS_Provider State,STATE_County,CMS_Provider City,STATE_FacilityName,STATE_CMS_ProvNum,STATE_confirmed_cases,STATE_deaths,STATE_MatchingDate,CMS_Week Ending,CMS_Federal Provider Number
2020-07-17,,McHenry,,Revere Court of Crystal Lake,No Match,14,3,2020-07-19,,
2020-07-17,,McHenry,,Sheltered Village,No Match,41,9,2020-07-19,,
2020-07-17,,McHenry,,The Fountains at Crystal Lake,No Match,45,14,2020-07-19,,
2020-07-17,IL,McHenry,CRYSTAL LAKE,The Springs at Crystal Lake,145612,39,8,2020-07-19,2020-07-19,145612
2020-07-17,,McHenry,,Three Oaks Assisted Living and Memory Care,No Match,2,0,2020-07-19,,
2020-07-17,IL,McHenry,WOODSTOCK,Valley Hi,145652,3,0,2020-07-19,2020-07-19,145652
2020-07-17,IL,McLean,BLOOMINGTON,Bloomington Rehabilitation and Healthcare Center,145610,59,11,2020-07-19,2020-07-19,145610
2020-07-17,IL,McLean,BLOOMINGTON,Luther Oakes,146184,4,0,2020-07-19,2020-07-19,146184
2020-07-17,,Monroe,,Cedarhurst Senior Living -Waterloo,No Match,6,0,2020-07-19,,
2020-07-17,,Monroe,,Garden Place Independant & Assisted Living,No Match,39,11,2020-07-19,,
2020-07-17,IL,Monroe,WATERLOO,Oak Hill,145445,7,0,2020-07-19,2020-07-19,145445
2020-07-17,IL,Montgomery,HILLSBORO,Montgomery Nursing and Rehab Center,145483,2,0,2020-07-19,2020-07-19,145483
2020-07-17,,Montgomery,,Tremont Ridge,No Match,13,0,2020-07-19,,
2020-07-17,IL,Morgan,JACKSONVILLE,Aperion Care Jacksonville,145928,64,3,2020-07-19,2020-07-19,145928
2020-07-17,IL,Ogle,BYRON,Generations At Neighbors,145440,2,0,2020-07-19,2020-07-19,145440
2020-07-17,IL,Ogle,ROCHELLE,Rochelle Rehab & Healthcare Center,145975,6,0,2020-07-19,2020-07-19,145975
2020-07-17,,Peoria,,Bickford Senior Living of Peoria,No Match,16,3,2020-07-19,,
2020-07-17,,Peoria,,EP!C,No Match,19,0,2020-07-19,,
2020-07-17,IL,Peoria,PEORIA,Generations of Peoria,145039,33,5,2020-07-19,2020-07-19,145039
2020-07-17,,Peoria,,Grand View Alzheimers Special Care Center,No Match,18,2,2020-07-19,,
2020-07-17,,Peoria,,Lutheran Hillside Village,No Match,4,0,2020-07-19,,
2020-07-17,IL,Peoria,PEORIA,Sharon Healthcare Willows South,14E888,4,1,2020-07-19,2020-07-19,14E888
2020-07-17,IL,Peoria,URBANA,University Rehab Center,145364,53,15,2020-07-19,2020-07-19,145364
2020-07-17,,Randolph,,Cedarhurst of Sparta,No Match,2,0,2020-07-19,,
2020-07-17,IL,Randolph,COULTERVILLE,Coulterville Rehabilitation & Health Care Center,145993,2,0,2020-07-19,2020-07-19,145993
2020-07-17,,Rock Island,,ARC of the Quad Cities,No Match,2,0,2020-07-19,,
2020-07-17,,Rock Island,,Aperion Care Moline,No Match,17,2,2020-07-19,,
2020-07-17,IL,Rock Island,MOLINE,Centennial Care Center,145680,43,4,2020-07-19,2020-07-19,145680
2020-07-17,,Rock Island,,Fort Armstrong,No Match,20,1,2020-07-19,,
2020-07-17,IL,Rock Island,ROCK ISLAND,Friendship Manor,146099,4,0,2020-07-19,2020-07-19,146099
2020-07-17,,Rock Island,,Friendship Manor ,No Match,6,0,2020-07-19,,
2020-07-17,IL,Rock Island,ROCK ISLAND,Generations of Rock Island,145950,68,15,2020-07-19,2020-07-19,145950
2020-07-17,IL,Rock Island,EAST MOLINE,Hope Creek,145269,11,1,2020-07-19,2020-07-19,145269
2020-07-17,IL,Rock Island,SILVIS,Illini Restorative Care,145703,13,0,2020-07-19,2020-07-19,145703
2020-07-17,,Rock Island,,Park Vista,No Match,3,0,2020-07-19,,
2020-07-17,IL,Rock Island,ROCK ISLAND,St. Anthonys Continue Care,145387,4,0,2020-07-19,2020-07-19,145387
2020-07-17,,Sangamon,,Cedarhurst Assisted Living and Memory Care,No Match,9,1,2020-07-19,,
2020-07-17,,Sangamon,,Centennial Pointe,No Match,6,1,2020-07-19,,
2020-07-17,,Sangamon,,Concordia Village Senior ,No Match,3,0,2020-07-19,,
2020-07-17,,Sangamon,,Heritage Health: Therapy & Senior Care - Springfie,No Match,4,0,2020-07-19,,
2020-07-17,IL,Sangamon,SHERMAN,Villa East,145721,122,26,2020-07-19,2020-07-19,145721
2020-07-17,,Sangamon,,Villas of Holly Brook and Reflections Memory Care,No Match,4,0,2020-07-19,,
2020-07-17,IL,Shelby,SHELBYVILLE,Shelbyville Manor,145441,6,0,2020-07-19,2020-07-19,145441
2020-07-17,IL,Shelby,SHELBYVILLE,Shelbyville Rehabilitation and Health Care Center,145836,2,0,2020-07-19,2020-07-19,145836
2020-07-17,IL,St. Clair,CAHOKIA,Autumn Meadows,145581,6,0,2020-07-19,2020-07-19,145581
2020-07-17,IL,St. Clair,BELLEVILLE,BRIA of Belleville,145668,56,6,2020-07-19,2020-07-19,145668
2020-07-17,,St. Clair,,Bradford Place,No Match,5,0,2020-07-19,,
2020-07-17,IL,St. Clair,CAHOKIA,Bria of Cahokia,145613,34,3,2020-07-19,2020-07-19,145613
2020-07-17,IL,St. Clair,CASEYVILLE,CASEYVILLE CARE CENTER,145585,6,0,2020-07-19,2020-07-19,145585
2020-07-17,IL,St. Clair,LEBANON,Cedar Ridge,145571,72,11,2020-07-19,2020-07-19,145571
2020-07-17,,St. Clair,,Cedarhurst of Shiloh,No Match,13,0,2020-07-19,,
2020-07-17,,St. Clair,,Colonnade,No Match,5,0,2020-07-19,,
2020-07-17,,St. Clair,,Four Fountains,No Match,104,29,2020-07-19,,
2020-07-17,IL,St. Clair,BELLEVILLE,Integrity Care of Belleville,145290,8,0,2020-07-19,2020-07-19,145290
2020-07-17,,St. Clair,,Knollwood,No Match,9,1,2020-07-19,,
2020-07-17,,St. Clair,,Lebanon Care Center ,No Match,56,13,2020-07-19,,
2020-07-17,,St. Clair,,Memorial Care Center,No Match,44,8,2020-07-19,,
2020-07-17,IL,St. Clair,BELLEVILLE,Memorial Convalescent Center,145102,5,0,2020-07-19,2020-07-19,145102
2020-07-17,,St. Clair,,Mercy ,No Match,5,0,2020-07-19,,
2020-07-17,IL,St. Clair,NEW ATHENS,New Athens Home for the Aged,146115,57,8,2020-07-19,2020-07-19,146115
2020-07-17,IL,St. Clair,BELLEVILLE,St. Pauls,146122,49,14,2020-07-19,2020-07-19,146122
2020-07-17,IL,St. Clair,SWANSEA,Swansea Rehabilitation and Health Care Center,145981,44,6,2020-07-19,2020-07-19,145981
2020-07-17,IL,Stephenson,FREEPORT,Stephenson Nursing Center,145895,2,0,2020-07-19,2020-07-19,145895
2020-07-17,IL,Tazewell,EAST PEORIA,Generations at Riverview,145524,6,2,2020-07-19,2020-07-19,145524
2020-07-17,,Tazewell,,Reflections Memory Care,No Match,20,4,2020-07-19,,
2020-07-17,,Union,,Illinois Veterans Home Anna,No Match,5,0,2020-07-19,,
2020-07-17,IL,Union,ANNA,Integrity of Anna,146006,81,11,2020-07-19,2020-07-19,146006
2020-07-17,IL,Union,COBDEN,Integrity of Cobden,145922,44,7,2020-07-19,2020-07-19,145922
2020-07-17,IL,Wayne,FAIRFIELD,Aperion Care Fairfield,146000,6,1,2020-07-19,2020-07-19,146000
2020-07-17,IL,Wayne,CISNE,Cisne Rehab and Health Care Center,146131,2,0,2020-07-19,2020-07-19,146131
2020-07-17,,Whiteside,,Citadel of Sterling ,No Match,2,0,2020-07-19,,
2020-07-17,IL,Whiteside,FULTON,Harbor Crest,146158,18,4,2020-07-19,2020-07-19,146158
2020-07-17,,Whiteside,,Kreiders ,No Match,2,0,2020-07-19,,
2020-07-17,,Whiteside,,Parkway Center,No Match,28,5,2020-07-19,,
2020-07-17,,Whiteside,,Regency Care of Sterling ,No Match,18,1,2020-07-19,,
2020-07-17,,Whiteside,,Resthave Care and Rehabilitation ,No Match,2,0,2020-07-19,,
2020-07-17,IL,Will,SHOREWOOD,Alden Courts of Shorewood,146183,8,1,2020-07-19,2020-07-19,146183
2020-07-17,IL,Will,SHOREWOOD,Alden Estates of Shorewood,146153,15,2,2020-07-19,2020-07-19,146153
2020-07-17,IL,Will,WILMINGTON,Aperion Wilmington,145316,8,0,2020-07-19,2020-07-19,145316
2020-07-17,,Will,,Arbor Terrace,No Match,35,5,2020-07-19,,
2020-07-17,,Will,,Arbor Terrace of Naperville,No Match,2,0,2020-07-19,,
2020-07-17,,Will,,"Charter Senoir Living, The Cottages",No Match,11,2,2020-07-19,,
2020-07-17,,Will,,Clarendale of Mokena,No Match,32,3,2020-07-19,,
2020-07-17,,Will,,Harbor Chase of Plainfield,No Match,6,1,2020-07-19,,
2020-07-17,,Will,,Heritage Woods of Bolingbrook,No Match,3,0,2020-07-19,,
2020-07-17,,Will,,Joliet Terrace,140E248,5,0,2020-07-19,,
2020-07-17,IL,Will,JOLIET,Lakeshore Rehab & Healthcare,145694,3,0,2020-07-19,2020-07-19,145694
2020-07-17,IL,Will,PLAINFIELD,Lakewood Nursing Home,145761,4,0,2020-07-19,2020-07-19,145761
2020-07-17,,Will,,Marley Oaks,No Match,6,1,2020-07-19,,
2020-07-17,,Will,,Meadowbrook Manor of Bolingbrook,No Match,188,40,2020-07-19,,
2020-07-17,IL,Will,JOLIET,Presence Villa Franciscan,145029,68,13,2020-07-19,2020-07-19,145029
2020-07-17,,Will,,Rock Run Place,No Match,4,0,2020-07-19,,
2020-07-17,IL,Will,JOLIET,Salem Village NH,145618,7,1,2020-07-19,2020-07-19,145618
2020-07-17,,Will,,Senior Star at Weber Place,No Match,13,4,2020-07-19,,
2020-07-17,,Will,,Shady Oaks,No Match,30,3,2020-07-19,,
2020-07-17,IL,Will,ORLAND PARK,Smith Crossing,146110,10,0,2020-07-19,2020-07-19,146110
2020-07-17,IL,Will,JOLIET,Spring Creek Nursing Home,146172,15,2,2020-07-19,2020-07-19,146172
2020-07-17,IL,Will,CRETE,St James Manor,145611,65,16,2020-07-19,2020-07-19,145611
2020-07-17,,Will,,St. Colettas of Illinois,No Match,2,0,2020-07-19,,
2020-07-17,IL,Will,JOLIET,Sunny Hill Nursing Home,145892,51,16,2020-07-19,2020-07-19,145892
2020-07-17,IL,Will,JOLIET,The PARC of Joliet,145221,68,17,2020-07-19,2020-07-19,145221
2020-07-17,,Will,,Timbers of Shorewood,No Match,2,0,2020-07-19,,
2020-07-17,IL,Will,HOMER GLEN,Victorian Village,146178,9,1,2020-07-19,2020-07-19,146178
2020-07-17,,Will,,Willow Falls,No Match,8,2,2020-07-19,,
2020-07-17,,Will,,Willow House,No Match,18,0,2020-07-19,,
2020-07-17,IL,Will,JOLIET,symphony of joliet,145372,130,25,2020-07-19,2020-07-19,145372
2020-07-17,,Williamson,,Fifth Seasons Assisted Living ,No Match,2,0,2020-07-19,,
2020-07-17,IL,Winnebago,ROCKFORD,Alden Debes Rehab Inc,145142,77,18,2020-07-19,2020-07-19,145142
2020-07-17,IL,Winnebago,ROCKFORD,Alpine Fireside Health Center,146066,2,0,2020-07-19,2020-07-19,146066
2020-07-17,IL,Winnebago,ROCKFORD,Amberwood,145908,70,9,2020-07-19,2020-07-19,145908
2020-07-17,,Winnebago,,Anam Care Facility,No Match,24,7,2020-07-19,,
2020-07-17,IL,Winnebago,ROCKFORD,Ascension St Anne Center,145563,78,13,2020-07-19,2020-07-19,145563
2020-07-17,IL,Winnebago,ROCKFORD,Cor Mariae,145972,2,0,2020-07-19,2020-07-19,145972
2020-07-17,,Winnebago,,Crimson Pointe Senior Living,No Match,33,7,2020-07-19,,
2020-07-17,IL,Winnebago,LOVES PARK,East Bank Center,146069,3,0,2020-07-19,2020-07-19,146069
2020-07-17,IL,Winnebago,ROCKFORD,Fairhaven Christian Retirement Center,14E345,12,0,2020-07-19,2020-07-19,14E345
2020-07-17,,Winnebago,,Milestone Inc. - Applewood,No Match,3,0,2020-07-19,,
2020-07-17,,Winnebago,,Mosaic - Applewood Group Home,No Match,4,0,2020-07-19,,
2020-07-17,IL,Winnebago,ROCKFORD,PA Peterson at theCitadel,145751,18,5,2020-07-19,2020-07-19,145751
2020-07-17,,Winnebago,,Peterson Meadows,No Match,4,1,2020-07-19,,
2020-07-17,IL,Winnebago,ROCKFORD,River Bluff Nursing Home,145771,11,0,2020-07-19,2020-07-19,145771
2020-07-17,IL,Winnebago,ROCKFORD,Rock River Health Care,145818,15,2,2020-07-19,2020-07-19,145818
2020-07-17,,Winnebago,,Stepping Stone of Rockford ,No Match,33,1,2020-07-19,,
2020-07-17,,Winnebago,,Van Matre Encompas Health,No Match,29,3,2020-07-19,,
2020-08-14,,Adams,,Bradford Villa,No Match,7,0,2020-08-16,,
2020-08-14,IL,Adams,QUINCY,Good Samaritan Home,145773,2,0,2020-08-16,2020-08-16,145773
2020-08-14,,Adams,,Illinois Veterans Home,No Match,22,1,2020-08-16,,
2020-08-14,,Adams,,Senior Center,No Match,4,2,2020-08-16,,
2020-08-14,IL,Bond,GREENVILLE,Greenville Nursing & Rehab,145909,4,0,2020-08-16,2020-08-16,145909
2020-08-14,IL,Boone,BELVIDERE,Park Place of Belvidere,146071,6,0,2020-08-16,2020-08-16,146071
2020-08-14,,Boone,,Symphony Northwoods,No Match,89,16,2020-08-16,,
2020-08-14,,Bureau,,St. Margarets Living Center,No Match,3,0,2020-08-16,,
2020-08-14,IL,Carroll,SAVANNA,Big Meadows Nursing Home,14E701,20,4,2020-08-16,2020-08-16,14E701
2020-08-14,,Cass,,Heritage Health,No Match,2,0,2020-08-16,,
2020-08-14,IL,Cass,VIRGINIA,Walker Nursing Home,146100,58,11,2020-08-16,2020-08-16,146100
2020-08-14,IL,Champaign,SAVOY,Champaign-Urbana Nursing and Rehab,145439,4,1,2020-08-16,2020-08-16,145439
2020-08-14,IL,Champaign,GIFFORD,Country Health and Rehab,145708,7,0,2020-08-16,2020-08-16,145708
2020-08-14,,Champaign,,Green House Homes at Clark-Lindsey,No Match,2,0,2020-08-16,,
2020-08-14,,Champaign,,Reflections Memory Care,No Match,28,4,2020-08-16,,
2020-08-14,IL,Champaign,URBANA,University Rehab Center,145364,5,0,2020-08-16,2020-08-16,145364
2020-08-14,,Champaign,,Villas of Hollybrook-Rantoul,No Match,5,0,2020-08-16,,
2020-08-14,IL,Christian,PANA,Prairie Rose,145411,2,0,2020-08-16,2020-08-16,145411
2020-08-14,,Christian,,Villas of Holly Brook,No Match,2,0,2020-08-16,,
2020-08-14,,Clark,,Villas of Holly Brook Marshall,No Match,7,0,2020-08-16,,
2020-08-14,IL,Clinton,CARLYLE,Carlyle HealthCare Center,145729,85,15,2020-08-16,2020-08-16,145729
2020-08-14,IL,Clinton,NEW BADEN,Clinton Manor Living Facility,146025,31,1,2020-08-16,2020-08-16,146025
2020-08-14,,Clinton,,Villa Catherine,No Match,7,0,2020-08-16,,
2020-08-14,,Clinton,,Warrren G Murray Develpmental Center,No Match,62,0,2020-08-16,,
2020-08-14,,Coles,,CTF Illinois,No Match,3,0,2020-08-16,,
2020-08-14,IL,Coles,CHARLESTON,Charleston Rehab and Healthcare,145636,94,17,2020-08-16,2020-08-16,145636
2020-08-14,IL,Coles,MATTOON,Mattoon Healthcare,145480,2,0,2020-08-16,2020-08-16,145480
2020-08-14,IL,Coles,MATTOON,Odd Fellow Rebekah,145772,16,3,2020-08-16,2020-08-16,145772
2020-08-14,,Coles,,Villas of Holly,No Match,2,0,2020-08-16,,
2020-08-14,,Cook,,AMITA Health Holy Family Medical Center ,No Match,29,1,2020-08-16,,
2020-08-14,IL,Cook,GLENVIEW,Abington of Glenview,145683,11,1,2020-08-16,2020-08-16,145683
2020-08-14,IL,Cook,WHEELING,Addolorata Villa,145724,106,19,2020-08-16,2020-08-16,145724
2020-08-14,IL,Cook,DES PLAINES,Alden Estates Des Plaines,145998,13,2,2020-08-16,2020-08-16,145998
2020-08-14,IL,Cook,BARRINGTON,Alden Estates of Barrington,145557,13,0,2020-08-16,2020-08-16,145557
2020-08-14,IL,Cook,EVANSTON,Alden Estates of Evanston,145907,18,2,2020-08-16,2020-08-16,145907
2020-08-14,IL,Cook,CHICAGO,Alden Estates of Northmoor,145888,88,18,2020-08-16,2020-08-16,145888
2020-08-14,IL,Cook,ORLAND PARK,Alden Estates of Orland Park,145963,39,13,2020-08-16,2020-08-16,145963
2020-08-14,IL,Cook,SKOKIE,Alden Estates of Skokie,145869,6,0,2020-08-16,2020-08-16,145869
2020-08-14,,Cook,,Alden Estates of Skokie ,No Match,3,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Alden Lakeland,145450,28,2,2020-08-16,2020-08-16,145450
2020-08-14,IL,Cook,CHICAGO,Alden Lincoln Park Rehab,145126,74,12,2020-08-16,2020-08-16,145126
2020-08-14,IL,Cook,SKOKIE,Alden North Shore,145984,2,0,2020-08-16,2020-08-16,145984
2020-08-14,,Cook,,Alden North Shore ,No Match,4,0,2020-08-16,,
2020-08-14,IL,Cook,HOFFMAN ESTATES,Alden PoplarCreek,145403,83,25,2020-08-16,2020-08-16,145403
2020-08-14,IL,Cook,CHICAGO,Alden Princeton Rehab & Health,145688,54,12,2020-08-16,2020-08-16,145688
2020-08-14,,Cook,,Alden Town Manor Care,No Match,7,0,2020-08-16,,
2020-08-14,,Cook,,Alden Village North,No Match,9,0,2020-08-16,,
2020-08-14,,Cook,,Alden Wentworth  Rehab & Healthcare Center,No Match,72,15,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,All American Nursing Home,14A057,51,4,2020-08-16,2020-08-16,14A057
2020-08-14,,Cook,,All Saints,No Match,2,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Ambassador Nursing,145343,116,10,2020-08-16,2020-08-16,145343
2020-08-14,IL,Cook,BURBANK,Aperion Care Burbank,145913,5,1,2020-08-16,2020-08-16,145913
2020-08-14,IL,Cook,CHICAGO HEIGHTS,Aperion Care Chicago Heights,145180,17,1,2020-08-16,2020-08-16,145180
2020-08-14,IL,Cook,DOLTON,Aperion Care Dolton,145877,31,5,2020-08-16,2020-08-16,145877
2020-08-14,IL,Cook,EVANSTON,Aperion Care Evanston,146058,25,2,2020-08-16,2020-08-16,146058
2020-08-14,IL,Cook,FOREST PARK,Aperion Care Forest Park,145969,39,4,2020-08-16,2020-08-16,145969
2020-08-14,IL,Cook,CHICAGO,Aperion Care International of Chicago,146001,138,23,2020-08-16,2020-08-16,146001
2020-08-14,IL,Cook,MIDLOTHIAN,Aperion Care Midlothian,145947,5,0,2020-08-16,2020-08-16,145947
2020-08-14,IL,Cook,OAK LAWN,Aperion Care Oak Lawn,145197,99,21,2020-08-16,2020-08-16,145197
2020-08-14,IL,Cook,PALATINE,Aperion Care Plum Grove,145658,58,19,2020-08-16,2020-08-16,145658
2020-08-14,IL,Cook,CHICAGO,Aperion Care West Ridge,145832,33,13,2020-08-16,2020-08-16,145832
2020-08-14,IL,Cook,CHICAGO,Arbour Health Care Center,146169,58,3,2020-08-16,2020-08-16,146169
2020-08-14,,Cook,,Arden Courts of Elk Grove,No Match,31,8,2020-08-16,,
2020-08-14,,Cook,,Arden Courts of Palos Heights,No Match,55,10,2020-08-16,,
2020-08-14,,Cook,,Arden Courts/Manor Care of South Holland ,No Match,68,8,2020-08-16,,
2020-08-14,,Cook,,Artis Senior Living of Lakeview,No Match,34,8,2020-08-16,,
2020-08-14,IL,Cook,DES PLAINES,Asbury Court Senior Living,146187,6,1,2020-08-16,2020-08-16,146187
2020-08-14,,Cook,,Aspire Living Prospect Heights,No Match,13,1,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Astoria Place of Chicago,145634,104,20,2020-08-16,2020-08-16,145634
2020-08-14,,Cook,,Atria Glenview,No Match,4,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Atrium Health Care Center,145479,99,10,2020-08-16,2020-08-16,145479
2020-08-14,IL,Cook,CHICAGO,Austin Oasis,145834,99,15,2020-08-16,2020-08-16,145834
2020-08-14,,Cook,,Autumn Green at Wright Campus,No Match,2,0,2020-08-16,,
2020-08-14,IL,Cook,EVERGREEN PARK,Avantara Evergreen Park,145734,87,21,2020-08-16,2020-08-16,145734
2020-08-14,IL,Cook,PARK RIDGE,Avantara Park Ridge,145667,4,2,2020-08-16,2020-08-16,145667
2020-08-14,,Cook,,Avanti Wellness & Rehabilitation ,No Match,107,17,2020-08-16,,
2020-08-14,,Cook,,Avenues to Independence,No Match,14,0,2020-08-16,,
2020-08-14,IL,Cook,SOUTH CHICAGO HEIGHT,BRIA of Chicago Heights,145898,60,1,2020-08-16,2020-08-16,145898
2020-08-14,IL,Cook,CHICAGO,Balmoral Home,145796,20,0,2020-08-16,2020-08-16,145796
2020-08-14,,Cook,,Barton Senior Living,No Match,2,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Beacon Care Center,145776,82,14,2020-08-16,2020-08-16,145776
2020-08-14,,Cook,,Beechwood Manor,No Match,3,0,2020-08-16,,
2020-08-14,IL,Cook,MORTON GROVE,Bella Terra Morton Grove,145198,70,11,2020-08-16,2020-08-16,145198
2020-08-14,IL,Cook,STREAMWOOD,Bella Terra Streamwood,145701,16,3,2020-08-16,2020-08-16,145701
2020-08-14,IL,Cook,WHEELING,Bella Terra Wheeling,145835,67,15,2020-08-16,2020-08-16,145835
2020-08-14,IL,Cook,CHICAGO,Bellhaven Nursing and Rehabilitation,145549,92,9,2020-08-16,2020-08-16,145549
2020-08-14,,Cook,,Bellwood Development Center,No Match,2,0,2020-08-16,,
2020-08-14,,Cook,,Belmont Oak Park,No Match,6,2,2020-08-16,,
2020-08-14,,Cook,,Belmont Village Senior Living of Glenview,No Match,26,5,2020-08-16,,
2020-08-14,IL,Cook,OAK PARK,Berkeley Nursing and Rehabilitation Center,146013,4,3,2020-08-16,2020-08-16,146013
2020-08-14,IL,Cook,CHICAGO,Bethesda Rehab and Senior Care,145844,47,6,2020-08-16,2020-08-16,145844
2020-08-14,,Cook,,Bickford of Tinley Park,No Match,2,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Birchwood Plaza Nursing-Rehab,145532,86,15,2020-08-16,2020-08-16,145532
2020-08-14,IL,Cook,NORTHBROOK,Brandel Care Center,145527,10,0,2020-08-16,2020-08-16,145527
2020-08-14,IL,Cook,CHICAGO,Bria Forest Edge,145864,138,2,2020-08-16,2020-08-16,145864
2020-08-14,IL,Cook,INDIAN HEAD PARK,Bria Place of Indian Head Park,145784,32,7,2020-08-16,2020-08-16,145784
2020-08-14,IL,Cook,BURNHAM,Bria River Oaks,145735,103,2,2020-08-16,2020-08-16,145735
2020-08-14,IL,Cook,PALOS HILLS,Bria of Palos Hills,145650,102,18,2020-08-16,2020-08-16,145650
2020-08-14,IL,Cook,BRIDGEVIEW,Bridgeview HC,145208,64,15,2020-08-16,2020-08-16,145208
2020-08-14,,Cook,,Brookdale - Lake Shore,No Match,8,0,2020-08-16,,
2020-08-14,,Cook,,Brookdale Assisted living,No Match,5,1,2020-08-16,,
2020-08-14,,Cook,,Brookdale Des Plaines,No Match,21,6,2020-08-16,,
2020-08-14,,Cook,,Brookdale Hoffman Estates,No Match,11,0,2020-08-16,,
2020-08-14,,Cook,,Brookdale Northbrook ,No Match,5,3,2020-08-16,,
2020-08-14,,Cook,,Brookdale Orland Park,No Match,15,6,2020-08-16,,
2020-08-14,IL,Cook,PROSPECT HEIGHTS,Brookdale Prospect Heights,145852,6,0,2020-08-16,2020-08-16,145852
2020-08-14,,Cook,,Bryn Mawr Care,No Match,13,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Buckingham Pavilion,145285,72,13,2020-08-16,2020-08-16,145285
2020-08-14,IL,Cook,BURBANK,Burbank Rehab - Vera Care Stickney,145211,40,11,2020-08-16,2020-08-16,145211
2020-08-14,IL,Cook,CHICAGO,California Gardens Nursing and Rehabilitation Cent,145625,155,5,2020-08-16,2020-08-16,145625
2020-08-14,,Cook,,Calumet City Terrace,No Match,3,0,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Carlton at the Lake,145679,112,19,2020-08-16,2020-08-16,145679
2020-08-14,IL,Cook,CHICAGO,Center Home for Hispanic Elderly,146062,96,30,2020-08-16,2020-08-16,146062
2020-08-14,IL,Cook,NORRIDGE,Central Baptist Village,145853,13,1,2020-08-16,2020-08-16,145853
2020-08-14,IL,Cook,CHICAGO,Central Nursing Home,145648,108,17,2020-08-16,2020-08-16,145648
2020-08-14,IL,Cook,CHICAGO,Chalet Living And Rehab Center,145670,97,14,2020-08-16,2020-08-16,145670
2020-08-14,IL,Cook,CHICAGO RIDGE,Chicago Ridge Nursing and Rehab,145639,54,16,2020-08-16,2020-08-16,145639
2020-08-14,IL,Cook,NORTHBROOK,Citadel of Northbrook,145982,36,2,2020-08-16,2020-08-16,145982
2020-08-14,IL,Cook,SKOKIE,Citadel of Skokie,145468,9,2,2020-08-16,2020-08-16,145468
2020-08-14,,Cook,,Citadel of Warren Park,No Match,22,4,2020-08-16,,
2020-08-14,,Cook,,Citadel of Waterford,No Match,64,13,2020-08-16,,
2020-08-14,IL,Cook,WILMETTE,Citadel of Wilmette,145932,18,5,2020-08-16,2020-08-16,145932
2020-08-14,IL,Cook,CICERO,City View Multi Care Center,145850,252,14,2020-08-16,2020-08-16,145850
2020-08-14,IL,Cook,CHICAGO,Clark Manor,145507,124,15,2020-08-16,2020-08-16,145507
2020-08-14,,Cook,,Clear Oaks Senior Living,No Match,3,0,2020-08-16,,
2020-08-14,,Cook,,Clearbrook Center,No Match,49,7,2020-08-16,,
2020-08-14,,Cook,,Clearbrook West,No Match,6,1,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Community Care Nursing Home,146164,79,10,2020-08-16,2020-08-16,146164
2020-08-14,IL,Cook,CHICAGO,Continental Nursing and Rehabilitation Center,145730,76,12,2020-08-16,2020-08-16,145730
2020-08-14,,Cook,,Country Club Terrace,No Match,10,0,2020-08-16,,
2020-08-14,IL,Cook,DOLTON,Countryside Nursing and Rehab Center,145798,64,11,2020-08-16,2020-08-16,145798
2020-08-14,,Cook,,Covenant Enabling Residence,No Match,5,0,2020-08-16,,
2020-08-14,,Cook,,Covenant Home of Chicago,No Match,2,0,2020-08-16,,
2020-08-14,,Cook,,Crestwood Terrace,140E178,2,0,2020-08-16,,
2020-08-14,,Cook,,"David Webb, Jr. Senior Living Complex",No Match,3,2,2020-08-16,,
2020-08-14,IL,Cook,EVANSTON,Dobson Plaza,145122,78,21,2020-08-16,2020-08-16,145122
2020-08-14,,Cook,,Edward Hines VA Community Living Center,No Match,23,3,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Elevate Care Chicago North,145484,175,34,2020-08-16,2020-08-16,145484
2020-08-14,IL,Cook,CHICAGO,Elevate Care Irving Park,145415,71,13,2020-08-16,2020-08-16,145415
2020-08-14,IL,Cook,NILES,Elevate Care Niles,145662,14,5,2020-08-16,2020-08-16,145662
2020-08-14,IL,Cook,NORTHBROOK,Elevate Care Northbrook,145171,74,16,2020-08-16,2020-08-16,145171
2020-08-14,,Cook,,Elevate Care South Holland,No Match,19,6,2020-08-16,,
2020-08-14,IL,Cook,NILES,Elevate Saint Andrew,146176,42,9,2020-08-16,2020-08-16,146176
2020-08-14,,Cook,,Emerald Place Memory Care,No Match,11,2,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Estates of Hyde Park,145828,53,12,2020-08-16,2020-08-16,145828
2020-08-14,,Cook,,Evergreen Senior Living,No Match,10,4,2020-08-16,,
2020-08-14,IL,Cook,CHICAGO,Fairmont Care,145867,152,33,2020-08-16,2020-08-16,145867
2020-08-14,IL,Cook,CHICAGO,Foster Health & Rehab,146167,32,7,2020-08-16,2020-08-16,146167
