Facility Name,Facility Name Normalized,Unnamed: 2,Changes,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Fair Oaks Health Care Center,FAIR OAKS HEALTH CARE CENTER,OK,,FAIR OAKS HEALTH CARE CENTER,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIR OAKS HEALTH CARE CENTER,100
Florence Nursing Home,FLORENCE NURSING HOME,OK,,FLORENCE NURSING HOME,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLORENCE NURSING HOME,100
Florence Nursing Home,FLORENCE NURSING HOME,Dup,,FLORENCE NURSING HOME,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLORENCE NURSING HOME,100
Hearthstone Manor,HEARTHSTONE MANOR,OK,,HEARTHSTONE MANOR,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTHSTONE MANOR,100
Hearthstone Manor (2),HEARTHSTONE MANOR (2),OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTHSTONE MANOR,95
Hearthstone Village,HEARTHSTONE VILLAGE,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTHSTONE MANOR,75
Melody Living in LITH,MELODY LIVING IN LITH,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL PINES REHABILITATION AND HEALTH CARE FACILITY,41
Mercy Harvard Care Center,MERCY HARVARD CARE CENTER,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCY HARVARD HOSPITAL CARE CENTER,95
Revere Court of Crystal Lake,REVERE COURT OF CRYSTAL LAKE,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL PINES REHABILITATION AND HEALTH CARE FACILITY,86
Sheltered Village,SHELTERED VILLAGE,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIR OAKS HEALTH CARE CENTER,48
Sunrise of Crystal Lake Assisted Living and Memory,SUNRISE OF CRYSTAL LAKE ASSISTED LIVING AND MEMORY,#REF!,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES COURTS OF HUNTLEY,86
The Fountains (2),THE FOUNTAINS (2),OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE SPRINGS AT CRYSTAL LAKE,86
The Fountains at Crystal Lake,THE FOUNTAINS AT CRYSTAL LAKE,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL PINES REHABILITATION AND HEALTH CARE FACILITY,86
The Fountains at Crystal Lake (#3),THE FOUNTAINS AT CRYSTAL LAKE (#3),OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL PINES REHABILITATION AND HEALTH CARE FACILITY,86
The Springs at Crystal Lake,THE SPRINGS AT CRYSTAL LAKE,#REF!,,THE SPRINGS AT CRYSTAL LAKE,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE SPRINGS AT CRYSTAL LAKE,100
Three Oaks Assisted Living and Memory Care,THREE OAKS ASSISTED LIVING AND MEMORY CARE,OK,,,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROSS ROADS CARE CENTER,86
Valley Hi,VALLEY HI,OK,,VALLEY HI,20201105,IL,MCHENRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALLEY HI,100
Aperion Care-Bloomington,APERION CARE BLOOMINGTON,OK,,,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOOMINGTON REHABILITATION AND HEALTHCARE CENTER,86
Bickford of BLoomington,BICKFORD OF BLOOMINGTON,OK,,,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOOMINGTON REHABILITATION AND HEALTHCARE CENTER,86
Bloomington Rehabilitation and Healthcare Center,BLOOMINGTON REHABILITATION AND HEALTHCARE CENTER,OK,,BLOOMINGTON REHABILITATION AND HEALTHCARE CENTER,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLOOMINGTON REHABILITATION AND HEALTHCARE CENTER,100
Heritage Health of Normal,HERITAGE HEALTH - NORMAL,OK,,HERITAGE HEALTH - NORMAL,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - NORMAL,100
Luther Oakes,LUTHER OAKES,OK,,LUTHER OAKES,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHER OAKES,100
Luther Oakes,LUTHER OAKES,Dup,,LUTHER OAKES,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHER OAKES,100
Luther Oakes,LUTHER OAKES,Dup,,LUTHER OAKES,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHER OAKES,100
MarcFirst,MARCFIRST,OK,,,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCADIA CARE BLOOMINGTON,40
McLean County Nursing Home,MCLEAN COUNTY NURSING HOME,OK,,MCLEAN COUNTY NURSING HOME,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLEAN COUNTY NURSING HOME,100
The Lofts Rehabilitation and Nursing of Normal,THE LOFTS REHABILITATION AND NURSING OF NORMAL,OK,,THE LOFTS REHABILITATION AND NURSING OF NORMAL,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LOFTS REHABILITATION AND NURSING OF NORMAL,100
The Villas of Holly Brook,THE VILLAS OF HOLLY BROOK,OK,,,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LOFTS REHABILITATION AND NURSING OF NORMAL,86
The Villas of Holly Brook-Towanda Barnes,THE VILLAS OF HOLLY BROOK-TOWANDA BARNES,OK,,,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE LOFTS REHABILITATION AND NURSING OF NORMAL,45
Westminster Village-Martin Health,WESTMINSTER VILLAGE-MARTIN HEALTH,OK,,WESTMINSTER VILLAGE-MARTIN HEALTH,20201105,IL,MCLEAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTMINSTER VILLAGE-MARTIN HEALTH,100
Brookstone of Aledo,BROOKSTONE OF ALEDO,OK,,,20201105,IL,MERCER,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALEDO REHABILITATION AND HEALTH CARE CENTER,86
Cedarhurst Senior Living -Waterloo,CEDARHURST SENIOR LIVING -WATERLOO,OK,,,20201105,IL,MONROE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY HEALTHCARE-COLUMBIA REHABILITATION AND CARE CENTER,37
Garden Place Independant & Assisted Living,GARDEN PLACE INDEPENDANT AND ASSISTED LIVING,OK,,,20201105,IL,MONROE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY HEALTHCARE-COLUMBIA REHABILITATION AND CARE CENTER,38
Integrity Healthcare-Columbia Rehab & Care Center,INTEGRITY HEALTHCARE-COLUMBIA REHABILITATION AND CARE CENTER,OK,,INTEGRITY HEALTHCARE-COLUMBIA REHABILITATION AND CARE CENTER,20201105,IL,MONROE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY HEALTHCARE-COLUMBIA REHABILITATION AND CARE CENTER,100
Oak Hill,OAK HILL,OK,,OAK HILL,20201105,IL,MONROE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK HILL,100
Hillsboro Rehab And Healthcare,HILLSBORO REHABILITATION AND HEALTHCARE,OK,,HILLSBORO REHABILITATION AND HEALTHCARE,20201105,IL,MONTGOMERY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSBORO REHABILITATION AND HEALTHCARE,100
Montgomery Nursing and Rehab Center,MONTGOMERY NURSING AND REHABILITATION CENTER,OK,,MONTGOMERY NURSING AND REHABILITATION CENTER,20201105,IL,MONTGOMERY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONTGOMERY NURSING AND REHABILITATION CENTER,100
Tremont Ridge,TREMONT RIDGE,OK,,,20201105,IL,MONTGOMERY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONTGOMERY NURSING AND REHABILITATION CENTER,53
Aperion Care Jacksonville,APERION CARE JACKSONVILLE,OK,,APERION CARE JACKSONVILLE,20201105,IL,MORGAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE JACKSONVILLE,100
Cedarhurst of Jacksonville,CEDARHURST OF JACKSONVILLE,OK,,,20201105,IL,MORGAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSONVILLE SKILLED NURSING AND REHABILITATION CENTER,86
Heritage Health Jacksonville,HERITAGE HEALTH - JACKSONVILLE,OK,,HERITAGE HEALTH - JACKSONVILLE,20201105,IL,MORGAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH - JACKSONVILLE,100
Jacksonville Skilled Nursing and Rehab Center,JACKSONVILLE SKILLED NURSING AND REHABILITATION CENTER,OK,,JACKSONVILLE SKILLED NURSING AND REHABILITATION CENTER,20201105,IL,MORGAN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSONVILLE SKILLED NURSING AND REHABILITATION CENTER,100
The Pointe,THE POINTE,OK,,,20201105,IL,MORGAN,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRAIRIE VILLAGE HEALTHCARE CENTER,51
Aspen Creek Sullivan,ASPEN CREEK SULLIVAN,OK,,,20201105,IL,MOULTRIE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SULLIVAN REHABILITATION AND HEALTH CARE CENTER,86
Mason Point,MASON POINT,OK,,MASON POINT,20201105,IL,MOULTRIE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASON POINT,100
Sullivan Rehabilitation and Health Care Center,SULLIVAN REHABILITATION AND HEALTH CARE CENTER,OK,,SULLIVAN REHABILITATION AND HEALTH CARE CENTER,20201105,IL,MOULTRIE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SULLIVAN REHABILITATION AND HEALTH CARE CENTER,100
Generations At Neighbors,GENERATIONS AT NEIGHBORS,OK,,GENERATIONS AT NEIGHBORS,20201105,IL,OGLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS AT NEIGHBORS,100
Rochelle Rehab,ROCHELLE REHABILITATION,OK,,ROCHELLE REHABILITATION,20201105,IL,OGLE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCHELLE REHABILITATION,100
Rochelle Rehab & Healthcare Center,ROCHELLE REHABILITATION AND HEALTHCARE CENTER,OK,,ROCHELLE REHABILITATION AND HEALTHCARE CENTER,20201105,IL,OGLE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCHELLE REHABILITATION AND HEALTHCARE CENTER,100
Aperion Care Peoria Heights,APERION CARE PEORIA HEIGHTS,OK,,APERION CARE PEORIA HEIGHTS,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE PEORIA HEIGHTS,100
Apostolic Christian Skyline,APOSTOLIC CHRISTIAN SKYLINE,OK,,APOSTOLIC CHRISTIAN SKYLINE,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOSTOLIC CHRISTIAN SKYLINE,100
Bickford Senior Living of Peoria,BICKFORD SENIOR LIVING OF PEORIA,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS OF PEORIA,86
Christian Buehler Home,CHRISTIAN BUEHLER HOME,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN HOME,86
EP!C,EP!C,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APOSTOLIC CHRISTIAN SKYLINE,45
Evergreen Senior Living,EVERGREEN SENIOR LIVING,Dup,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE PEORIA HEIGHTS,44
Gateway at River City,GATEWAY AT RIVER CITY,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY REHABILITATION CENTER AT NORTHMOOR,86
Generations at Peoria,GENERATIONS AT PEORIA,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS OF PEORIA,90
Generations of Peoria,GENERATIONS OF PEORIA,OK,,GENERATIONS OF PEORIA,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS OF PEORIA,100
Grand View Alzheimers Special Care Center,GRAND VIEW ALZHEIMERS SPECIAL CARE CENTER,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE PEORIA HEIGHTS,86
Heritage Health,HERITAGE HEALTH,Dup,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH-CHILLICOTHE,90
Lutheran Hillside Village,LUTHERAN HILLSIDE VILLAGE,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN HOME,86
Lutheran Hillside Village,LUTHERAN HILLSIDE VILLAGE,Dup,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN HOME,86
Lutheran Hillside Village,LUTHERAN HILLSIDE VILLAGE,Dup,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUTHERAN HOME,86
Sharon Healthcare - Woods,SHARON HEALTHCARE - WOODS,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHARON HEALTHCARE WILLOWS,84
Sharon Healthcare Elms,SHARON HEALTHCARE ELMS,OK,,SHARON HEALTHCARE ELMS,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHARON HEALTHCARE ELMS,100
Sharon Healthcare Willows,SHARON HEALTHCARE WILLOWS,OK,,SHARON HEALTHCARE WILLOWS,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHARON HEALTHCARE WILLOWS,100
Sharon Healthcare Willows South,SHARON HEALTHCARE WILLOWS SOUTH,OK,,,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHARON HEALTHCARE WILLOWS,95
University Rehab at Northmoor,UNIVERSITY REHABILITATION CENTER AT NORTHMOOR,#REF!,,UNIVERSITY REHABILITATION CENTER AT NORTHMOOR,20201105,IL,PEORIA,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY REHABILITATION CENTER AT NORTHMOOR,100
Manor of Mason Woods,MANOR OF MASON WOODS,OK,,,20201105,IL,PERRY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUQUOIN NURSING AND REHABILITATION,30
Pinckneyville Nursing and Rehabilitation,PINCKNEYVILLE NURSING AND REHABILITATION,OK,,PINCKNEYVILLE NURSING AND REHABILITATION,20201105,IL,PERRY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PINCKNEYVILLE NURSING AND REHABILITATION,100
Arbor Rose of Monticello,ARBOR ROSE OF MONTICELLO,OK,,,20201105,IL,PIATT,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIATT COUNTY NURSING HOME,37
Barry Community Care,BARRY COMMUNITY CARE,OK,,BARRY COMMUNITY CARE,20201105,IL,PIKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BARRY COMMUNITY CARE,100
Kepley House,KEPLEY HOUSE,OK,,,20201105,IL,PIKE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTSIDE HEALTH AND REHABILITATION CENTER,36
Cedarhurst of Sparta,CEDARHURST OF SPARTA,OK,,,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED BUD REGIONAL CARE CENTER,38
Cedarhurst of Sparta,CEDARHURST OF SPARTA,Dup,,,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED BUD REGIONAL CARE CENTER,38
Coulterville Rehabilitation & Health Care Center,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,OK,,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,100
Coulterville Rehabilitation & Health Care Center,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,Dup,,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,100
Coulterville Rehabilitation & Health Care Center,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,Dup,,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COULTERVILLE REHABILITATION AND HEALTH CARE CENTER,100
Red Bud Regional Care Center,RED BUD REGIONAL CARE CENTER,OK,,RED BUD REGIONAL CARE CENTER,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED BUD REGIONAL CARE CENTER,100
Three Springs Lodge,THREE SPRINGS LODGE,OK,,,20201105,IL,RANDOLPH,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THREE SPRINGS LODGE NURSING HOME,90
Carle Richland Memorial Hospital Long Term Care,CARLE RICHLAND MEMORIAL HOSPITAL LONG TERM CARE,OK,,,20201105,IL,RICHLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RICHLAND NURSING AND REHABILITATION,48
Emerald Glen,EMERALD GLEN,OK,,,20201105,IL,RICHLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HELIA HEALTHCARE OF OLNEY,38
Helia Healthcare of Olney,HELIA HEALTHCARE OF OLNEY,OK,,HELIA HEALTHCARE OF OLNEY,20201105,IL,RICHLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HELIA HEALTHCARE OF OLNEY,100
LAVENDER RIDGE MEMORY CARE,LAVENDER RIDGE MEMORY CARE,Dup,,,20201105,IL,RICHLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HELIA HEALTHCARE OF OLNEY,41
Richland Nursing and Rehab,RICHLAND NURSING AND REHABILITATION,OK,,RICHLAND NURSING AND REHABILITATION,20201105,IL,RICHLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RICHLAND NURSING AND REHABILITATION,100
Amber Ridge,AMBER RIDGE,OK,,,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPEN REHABILITATION,40
Aspen Rehab,ASPEN REHABILITATION,OK,,ASPEN REHABILITATION,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPEN REHABILITATION,100
Centennial Care Center,CENTENNIAL CARE CENTER,OK,,CENTENNIAL CARE CENTER,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTENNIAL CARE CENTER,100
Fort Armstrong,FORT ARMSTRONG,OK,,,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERENITY (APERION) MOLINE,41
Friendship Manor,FRIENDSHIP MANOR,OK,,FRIENDSHIP MANOR,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP MANOR,100
Friendship Manor,FRIENDSHIP MANOR,Dup,,FRIENDSHIP MANOR,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP MANOR,100
Friendship Manor,FRIENDSHIP MANOR,Dup,,FRIENDSHIP MANOR,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP MANOR,100
Generations of Rock Island,GENERATIONS OF ROCK ISLAND,OK,,GENERATIONS OF ROCK ISLAND,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS OF ROCK ISLAND,100
Heartland Healthcare Center Moline,HEARTLAND HEALTHCARE CENTER MOLINE,OK,,HEARTLAND HEALTHCARE CENTER MOLINE,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTHCARE CENTER MOLINE,100
Heritage Woods of Moline,HERITAGE WOODS OF MOLINE,OK,,,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERENITY (APERION) MOLINE,61
Hope Creek,HOPE CREEK,OK,,HOPE CREEK,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOPE CREEK,100
Illini Restorative Care,ILLINI RESTORATIVE CARE,OK,,ILLINI RESTORATIVE CARE,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLINI RESTORATIVE CARE,100
Illini Restorative Care,ILLINI RESTORATIVE CARE,Dup,,ILLINI RESTORATIVE CARE,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILLINI RESTORATIVE CARE,100
Overlook Village,OVERLOOK VILLAGE,OK,,,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS OF ROCK ISLAND,45
Park Vista,PARK VISTA,OK,,,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS OF ROCK ISLAND,54
Serenity (Aperion) Moline,SERENITY (APERION) MOLINE,#REF!,,SERENITY (APERION) MOLINE,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERENITY (APERION) MOLINE,100
St. Anthonys Continue Care,ST. ANTHONYS CONTINUE CARE,OK,,ST. ANTHONYS CONTINUE CARE,20201105,IL,ROCK ISLAND,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST. ANTHONYS CONTINUE CARE,100
Eldorado Rehab and Healthcare,ELDORADO REHABILITATION AND HEALTHCARE,OK,,ELDORADO REHABILITATION AND HEALTHCARE,20201105,IL,SALINE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELDORADO REHABILITATION AND HEALTHCARE,100
