reporting_date,County_x,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
2020-12-04,Madison,Elmwood Nursing and Rehab ,7,0,2020-12-04T00:00:00,Open,0.0,1,MADISON-ELMWOOD NURSING AND REHAB ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Madison,Care Center at Center Grove,87,2,2020-12-04T00:00:00,Open,0.022988505747126436,1,MADISON-CARE CENTER AT CENTER GROVE,145846,2020-11-22,145846,CARE CENTER AT CENTER GROVE,6277 CENTER GROVE ROAD,EDWARDSVILLE,IL,Madison,62025.0,Y,0.0,0.0,0.0,12.0,0.0,0.0,0.0,26.0,0.0,0.0,116.0,87.0,0.0,46.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,137.9,0.0,0.0,N,N,POINT (-89.97260300000002 38.787242),,Y,3-7 DAYS,N,N,N,N,N,N,Y,3-7 DAYS,N,N,N,N,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.97260300000002 38.787242)
2020-12-04,Madison,Aspen Creek Memory Care,9,0,2020-12-04T00:00:00,Open,0.0,1,MADISON-ASPEN CREEK MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Madison,San Gabriel Memory Care,30,3,2020-12-04T00:00:00,Open,0.1,1,MADISON-SAN GABRIEL MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Madison,Cedarhurst of Highland,7,2,2020-12-04T00:00:00,Open,0.2857142857142857,1,MADISON-CEDARHURST OF HIGHLAND,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Madison,Fountain View Manor,3,0,2020-12-04T00:00:00,Open,0.0,1,MADISON-FOUNTAIN VIEW MANOR,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Madison,Collinsville Rehabilitation and Healthcare,4,1,2020-12-04T00:00:00,Open,0.25,1,MADISON-COLLINSVILLE REHABILITATION AND HEALTHCARE,145438,2020-11-22,145438,COLLINSVILLE REHAB & HEALTH CC,614 NORTH SUMMIT,COLLINSVILLE,IL,Madison,62234.0,Y,0.0,0.0,0.0,5.0,0.0,4.0,0.0,10.0,0.0,2.0,98.0,48.0,0.0,5.0,0.0,0.0,0.0,0.0,Y,N,N,N,0.0,0.0,104.2,41.7,40.0,N,N,,,Y,<1 DAY,Y,N,N,N,N,Y,Y,<1 DAY,Y,N,N,N,Y,N,Y,53.0,54.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,Marion,Doctors Nursing and Rehab Center,19,0,2020-12-04T00:00:00,Open,0.0,1,MARION-DOCTORS NURSING AND REHAB CENTER,145247,2020-11-22,145247,DOCTORS NURSING & REHAB CENTER,1201 HAWTHORN ROAD,SALEM,IL,Marion,62881.0,Y,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,73.0,0.0,13.0,0.0,2.0,0.0,0.0,Y,N,Y,N,0.0,0.0,41.1,0.0,0.0,N,N,POINT (-88.958761 38.637338),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10.0,0.0,Y,Y,POINT (-88.958761 38.637338)
2020-12-04,Marion,Centralia Manor,37,0,2020-12-04T00:00:00,Open,0.0,1,MARION-CENTRALIA MANOR,145666,2020-11-22,145666,CENTRALIA MANOR,1910 EAST MCCORD RTE 161 EAST,CENTRALIA,IL,Marion,62801.0,Y,0.0,0.0,0.0,4.0,0.0,16.0,1.0,15.0,0.0,0.0,120.0,79.0,0.0,15.0,0.0,22.0,0.0,0.0,N,N,N,N,0.0,0.0,50.6,0.0,0.0,N,N,,,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,Marion,Heritage Woods of Centralia,4,0,2020-12-04T00:00:00,Closed,0.0,1,MARION-HERITAGE WOODS OF CENTRALIA,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Marion,Odin Care Center,120,17,2020-12-04T00:00:00,Open,0.14166666666666666,1,MARION-ODIN CARE CENTER,145649,2020-11-22,145649,ODIN HEALTH CARE CENTER,300 GREEN STREET,ODIN,IL,Marion,62870.0,Y,0.0,0.0,0.0,65.0,0.0,0.0,2.0,52.0,0.0,13.0,99.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,1274.5,254.9,20.0,N,N,POINT (-89.051194 38.620414),,Y,1-2 DAYS,N,N,N,N,N,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.051194 38.620414)
2020-12-04,Marion,Fireside House of Centralia,121,2,2020-12-04T00:00:00,Open,0.01652892561983471,1,MARION-FIRESIDE HOUSE OF CENTRALIA,145791,2020-11-22,145791,FIRESIDE HOUSE OF CENTRALIA,1030 MARTIN LUTHER KING BLVD,CENTRALIA,IL,Marion,62801.0,N,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,66.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,15.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Marion,Bryan Manor,113,5,2020-12-04T00:00:00,Open,0.04424778761061947,1,MARION-BRYAN MANOR,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Marion,Twin Willows Nursing Center,6,0,2020-12-04T00:00:00,Open,0.0,1,MARION-TWIN WILLOWS NURSING CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Marion,Cedarhurst Memory Care of Centralia,17,1,2020-12-04T00:00:00,Open,0.058823529411764705,1,MARION-CEDARHURST MEMORY CARE OF CENTRALIA,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Marion,Heritage Woods of Centralia,34,2,2020-12-04T00:00:00,Open,0.058823529411764705,1,MARION-HERITAGE WOODS OF CENTRALIA,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Marion,The Manor at Salem Woods,5,0,2020-12-04T00:00:00,Open,0.0,1,MARION-THE MANOR AT SALEM WOODS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Mason,Mason City Area Nursing Home ,94,12,2020-12-04T00:00:00,Closed,0.1276595744680851,1,MASON-MASON CITY AREA NURSING HOME ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Mason,Ems Haven of Rest ,4,0,2020-12-04T00:00:00,Closed,0.0,1,MASON-EMS HAVEN OF REST ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Mason,Havana Health Care ,2,0,2020-12-04T00:00:00,Closed,0.0,1,MASON-HAVANA HEALTH CARE ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Mason,The Lodge at Manito,4,0,2020-12-04T00:00:00,Open,0.0,1,MASON-THE LODGE AT MANITO,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Mason,Havana Health Care Center,52,6,2020-12-04T00:00:00,Open,0.11538461538461539,1,MASON-HAVANA HEALTH CARE CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Mason,Park View DD Homes,9,0,2020-12-04T00:00:00,Open,0.0,1,MASON-PARK VIEW DD HOMES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Massac,Southgate Nursing and Rehab,17,2,2020-12-04T00:00:00,Open,0.11764705882352941,1,MASSAC-SOUTHGATE NURSING AND REHAB,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McDonough,The Lamoine Assisted Living & Memory Care,12,1,2020-12-04T00:00:00,Closed,0.08333333333333333,1,MCDONOUGH-THE LAMOINE ASSISTED LIVING & MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McDonough,Heartland Health Care Center,48,15,2020-12-04T00:00:00,Closed,0.3125,1,MCDONOUGH-HEARTLAND HEALTH CARE CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McDonough,Mosaic,8,0,2020-12-04T00:00:00,Closed,0.0,1,MCDONOUGH-MOSAIC,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McDonough,Courtyard Estates,3,0,2020-12-04T00:00:00,Closed,0.0,1,MCDONOUGH-COURTYARD ESTATES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McDonough,Countryview Care Center of Macomb,46,5,2020-12-04T00:00:00,Open,0.10869565217391304,1,MCDONOUGH-COUNTRYVIEW CARE CENTER OF MACOMB,146080,2020-11-22,146080,COUNTRYVIEW CARE CENTER-MACOMB,400  WEST GRANT STREET,MACOMB,IL,McDonough,61455.0,Y,0.0,1.0,0.0,21.0,0.0,6.0,0.0,14.0,0.0,4.0,54.0,37.0,0.0,11.0,1.0,8.0,0.0,0.0,N,N,N,N,0.0,0.0,567.6,108.1,19.0,N,N,POINT (-90.67644 40.447738),,Y,3-7 DAYS,Y,Y,Y,N,Y,N,Y,3-7 DAYS,Y,Y,Y,Y,Y,N,Y,0.0,35.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-90.67644 40.447738)
2020-12-04,McDonough,Wesley Village Healthcare,4,1,2020-12-04T00:00:00,Open,0.25,1,MCDONOUGH-WESLEY VILLAGE HEALTHCARE,146047,2020-11-22,146047,WESLEY VILLAGE,1200 EAST GRANT STREET,MACOMB,IL,McDonough,61455.0,Y,0.0,0.0,0.0,1.0,0.0,8.0,1.0,11.0,0.0,1.0,63.0,48.0,5.0,11.0,0.0,12.0,0.0,0.0,N,N,N,N,0.0,0.0,20.8,20.8,100.0,N,N,POINT (-90.654318 40.447856),,Y,<1 DAY,Y,N,N,Y,N,N,Y,<1 DAY,Y,N,N,Y,N,N,Y,95.0,295.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-90.654318 40.447856)
2020-12-04,McDonough,The Elms Nursing Home,36,15,2020-12-04T00:00:00,Open,0.4166666666666667,1,MCDONOUGH-THE ELMS NURSING HOME,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McDonough,Bickford Cottage Assisted Living,2,0,2020-12-04T00:00:00,Open,0.0,1,MCDONOUGH-BICKFORD COTTAGE ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,The Fountains at Crystal Lake,46,15,2020-12-04T00:00:00,Closed,0.32608695652173914,1,MCHENRY-THE FOUNTAINS AT CRYSTAL LAKE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Sheltered Village,42,9,2020-12-04T00:00:00,Closed,0.21428571428571427,1,MCHENRY-SHELTERED VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Alden Terrace of McHenry,91,13,2020-12-04T00:00:00,Open,0.14285714285714285,1,MCHENRY-ALDEN TERRACE OF MCHENRY,145453,2020-11-22,145453,ALDEN TERRACE OF MCHENRY REHAB,803 ROYAL DRIVE,MCHENRY,IL,McHenry,60050.0,Y,0.0,34.0,0.0,16.0,2.0,30.0,1.0,25.0,0.0,4.0,316.0,128.0,0.0,8.0,3.0,19.0,0.0,1.0,N,N,N,N,0.0,0.0,125.0,31.3,25.0,N,N,POINT (-88.287622 42.338777),,Y,1-2 DAYS,Y,Y,N,Y,Y,N,Y,1-2 DAYS,Y,Y,N,Y,Y,N,Y,0.0,80.0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.287622 42.338777)
2020-12-04,McHenry,The Springs at Crystal Lake,38,10,2020-12-04T00:00:00,Closed,0.2631578947368421,1,MCHENRY-THE SPRINGS AT CRYSTAL LAKE,145612,2020-11-22,145612,"SPRINGS AT CRYSTAL LAKE, THE",1000 EAST BRIGHTON LANE,CRYSTAL LAKE,IL,McHenry,60012.0,Y,0.0,2.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,6.0,97.0,31.0,0.0,21.0,0.0,8.0,0.0,0.0,N,N,N,N,0.0,0.0,645.2,193.5,30.0,N,N,POINT (-88.283588 42.267779),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.283588 42.267779)
2020-12-04,McHenry,Revere Court of Crystal Lake,14,3,2020-12-04T00:00:00,Closed,0.21428571428571427,1,MCHENRY-REVERE COURT OF CRYSTAL LAKE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Cross Roads Care Center,71,13,2020-12-04T00:00:00,Closed,0.18309859154929578,1,MCHENRY-CROSS ROADS CARE CENTER,145222,2020-11-22,145222,CROSSROADS CARE CTR WOODSTOCK,309 MCHENRY AVENUE,WOODSTOCK,IL,McHenry,60098.0,Y,4.0,40.0,0.0,59.0,0.0,8.0,0.0,23.0,0.0,11.0,115.0,99.0,3.0,15.0,0.0,15.0,0.0,0.0,N,N,Y,N,0.0,0.0,596.0,111.1,18.6,N,N,POINT (-88.44198 42.32005),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,Y,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.44198 42.32005)
2020-12-04,McHenry,Fair Oaks Health Care Center,15,3,2020-12-04T00:00:00,Closed,0.2,1,MCHENRY-FAIR OAKS HEALTH CARE CENTER,145917,2020-11-22,145917,FAIR OAKS HEALTH CARE CENTER,471 TERRA COTTA AVENUE,CRYSTAL LAKE,IL,McHenry,60014.0,Y,0.0,3.0,3.0,17.0,1.0,20.0,0.0,1.0,0.0,1.0,51.0,35.0,3.0,15.0,1.0,16.0,0.0,0.0,N,N,N,N,85.7,0.0,485.7,28.6,5.9,Y,N,POINT (-88.339237 42.248016),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.339237 42.248016)
2020-12-04,McHenry,Florence Nursing Home,31,4,2020-12-04T00:00:00,Closed,0.12903225806451613,1,MCHENRY-FLORENCE NURSING HOME,146127,2020-11-22,146127,FLORENCE NURSING HOME,546 EAST GRANT HIGHWAY,MARENGO,IL,McHenry,60152.0,Y,0.0,7.0,0.0,21.0,0.0,5.0,0.0,25.0,0.0,15.0,42.0,34.0,2.0,12.0,0.0,3.0,0.0,0.0,N,N,N,N,0.0,0.0,617.6,441.2,71.4,N,N,POINT (-88.60218 42.24637100000001),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,28.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.60218 42.24637100000001)
2020-12-04,McHenry,Three Oaks Assisted Living and Memory Care,2,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-THREE OAKS ASSISTED LIVING AND MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Eastgate Manor of Algonquin,12,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-EASTGATE MANOR OF ALGONQUIN,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Hearthstone Village,5,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-HEARTHSTONE VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,86,15,2020-12-04T00:00:00,Closed,0.1744186046511628,1,MCHENRY-CRYSTAL PINES REHABILITATION & HLTH CARE FACILITY,145257,2020-11-22,145257,CRYSTAL PINES REHAB & HCC,335 NORTH ILLINOIS AVENUE,CRYSTAL LAKE,IL,McHenry,60014.0,Y,0.0,15.0,1.0,65.0,0.0,16.0,0.0,36.0,0.0,14.0,108.0,60.0,1.0,40.0,0.0,3.0,0.0,0.0,N,N,N,N,16.7,0.0,1083.3,233.3,21.5,N,N,,,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,McHenry,Hearthstone Manor ,69,7,2020-12-04T00:00:00,Closed,0.10144927536231885,1,MCHENRY-HEARTHSTONE MANOR ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Florence Nursing Home,2,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-FLORENCE NURSING HOME,146127,2020-11-22,146127,FLORENCE NURSING HOME,546 EAST GRANT HIGHWAY,MARENGO,IL,McHenry,60152.0,Y,0.0,7.0,0.0,21.0,0.0,5.0,0.0,25.0,0.0,15.0,42.0,34.0,2.0,12.0,0.0,3.0,0.0,0.0,N,N,N,N,0.0,0.0,617.6,441.2,71.4,N,N,POINT (-88.60218 42.24637100000001),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,28.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.60218 42.24637100000001)
2020-12-04,McHenry,Valley Hi,3,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-VALLEY HI,145652,2020-11-22,145652,VALLEY HI NURSING HOME,2406 HARTLAND ROAD,WOODSTOCK,IL,McHenry,60098.0,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,128.0,88.0,1.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,11.4,0.0,0.0,N,N,POINT (-88.51124000000002 42.361954),,Y,,N,N,N,N,N,N,Y,<1 DAY,Y,N,N,N,Y,N,Y,0.0,233.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.51124000000002 42.361954)
2020-12-04,McHenry,The Fountains (2),2,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-THE FOUNTAINS (2),No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Hearthstone Manor  (2),7,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-HEARTHSTONE MANOR  (2),No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Sunrise of Crystal Lake Assisted Living and Memory,3,0,2020-12-04T00:00:00,Closed,0.0,1,MCHENRY-SUNRISE OF CRYSTAL LAKE ASSISTED LIVING AND MEMORY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Melody Living in LITH,9,0,2020-12-04T00:00:00,Open,0.0,1,MCHENRY-MELODY LIVING IN LITH,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,The Fountains at Crystal Lake (#3),23,1,2020-12-04T00:00:00,Open,0.043478260869565216,1,MCHENRY-THE FOUNTAINS AT CRYSTAL LAKE (#3),No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,McHenry,Mercy Harvard Care Center,13,1,2020-12-04T00:00:00,Open,0.07692307692307693,1,MCHENRY-MERCY HARVARD CARE CENTER,146014,2020-11-22,146014,MERCY HARVARD HOSPITAL CARE CENTER,901 SOUTH GRANT P O BOX 850,HARVARD,IL,McHenry,60033.0,Y,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,1.0,34.0,17.0,0.0,13.0,0.0,1.0,0.0,0.0,N,N,N,N,0.0,0.0,235.3,58.8,25.0,N,N,,,Y,<1 DAY,Y,N,N,Y,N,N,Y,<1 DAY,Y,N,N,N,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,
