County_x,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
McDonough,Courtyard Estates,2020-12-04,3,0,0.0,1,1,MCDONOUGH-COURTYARD ESTATES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonough,Heartland Health Care Center,2020-12-04,48,15,0.3125,1,1,MCDONOUGH-HEARTLAND HEALTH CARE CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonough,Mosaic,2020-12-04,8,0,0.0,1,1,MCDONOUGH-MOSAIC,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonough,The Elms Nursing Home,2020-12-04,36,15,0.4166666666666667,1,1,MCDONOUGH-THE ELMS NURSING HOME,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonough,The Lamoine Assisted Living & Memory Care,2020-12-04,12,1,0.08333333333333333,1,1,MCDONOUGH-THE LAMOINE ASSISTED LIVING & MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDonough,Wesley Village Healthcare,2020-12-04,4,1,0.25,1,1,MCDONOUGH-WESLEY VILLAGE HEALTHCARE,146047,2020-11-22,146047,WESLEY VILLAGE,1200 EAST GRANT STREET,MACOMB,IL,McDonough,61455.0,Y,0.0,0.0,0.0,1.0,0.0,8.0,1.0,11.0,0.0,1.0,63.0,48.0,5.0,11.0,0.0,12.0,0.0,0.0,N,N,N,N,0.0,0.0,20.8,20.8,100.0,N,N,POINT (-90.654318 40.447856),,Y,<1 DAY,Y,N,N,Y,N,N,Y,<1 DAY,Y,N,N,Y,N,N,Y,95.0,295.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-90.654318 40.447856)
McHenry,Alden Terrace of McHenry,2020-12-04,91,13,0.14285714285714285,1,1,MCHENRY-ALDEN TERRACE OF MCHENRY,145453,2020-11-22,145453,ALDEN TERRACE OF MCHENRY REHAB,803 ROYAL DRIVE,MCHENRY,IL,McHenry,60050.0,Y,0.0,34.0,0.0,16.0,2.0,30.0,1.0,25.0,0.0,4.0,316.0,128.0,0.0,8.0,3.0,19.0,0.0,1.0,N,N,N,N,0.0,0.0,125.0,31.3,25.0,N,N,POINT (-88.287622 42.338777),,Y,1-2 DAYS,Y,Y,N,Y,Y,N,Y,1-2 DAYS,Y,Y,N,Y,Y,N,Y,0.0,80.0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.287622 42.338777)
McHenry,Bickford AL and Memory Care Crystal Lake ,2020-12-04,2,0,0.0,1,1,MCHENRY-BICKFORD AL AND MEMORY CARE CRYSTAL LAKE ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Cross Roads Care Center,2020-12-04,71,13,0.18309859154929578,1,1,MCHENRY-CROSS ROADS CARE CENTER,145222,2020-11-22,145222,CROSSROADS CARE CTR WOODSTOCK,309 MCHENRY AVENUE,WOODSTOCK,IL,McHenry,60098.0,Y,4.0,40.0,0.0,59.0,0.0,8.0,0.0,23.0,0.0,11.0,115.0,99.0,3.0,15.0,0.0,15.0,0.0,0.0,N,N,Y,N,0.0,0.0,596.0,111.1,18.6,N,N,POINT (-88.44198 42.32005),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,Y,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.44198 42.32005)
McHenry,Crossroads Care Center,2020-12-04,4,0,0.0,1,1,MCHENRY-CROSSROADS CARE CENTER,145222,2020-11-22,145222,CROSSROADS CARE CTR WOODSTOCK,309 MCHENRY AVENUE,WOODSTOCK,IL,McHenry,60098.0,Y,4.0,40.0,0.0,59.0,0.0,8.0,0.0,23.0,0.0,11.0,115.0,99.0,3.0,15.0,0.0,15.0,0.0,0.0,N,N,Y,N,0.0,0.0,596.0,111.1,18.6,N,N,POINT (-88.44198 42.32005),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,Y,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.44198 42.32005)
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,2020-12-04,86,15,0.1744186046511628,1,1,MCHENRY-CRYSTAL PINES REHABILITATION & HLTH CARE FACILITY,145257,2020-11-22,145257,CRYSTAL PINES REHAB & HCC,335 NORTH ILLINOIS AVENUE,CRYSTAL LAKE,IL,McHenry,60014.0,Y,0.0,15.0,1.0,65.0,0.0,16.0,0.0,36.0,0.0,14.0,108.0,60.0,1.0,40.0,0.0,3.0,0.0,0.0,N,N,N,N,16.7,0.0,1083.3,233.3,21.5,N,N,,,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
McHenry,Eastgate Manor,2020-12-04,2,0,0.0,1,1,MCHENRY-EASTGATE MANOR,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Eastgate Manor of Algonquin,2020-12-04,12,0,0.0,1,1,MCHENRY-EASTGATE MANOR OF ALGONQUIN,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Fair Oaks,2020-12-04,11,2,0.18181818181818182,1,1,MCHENRY-FAIR OAKS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Fair Oaks Health Care Center,2020-12-04,15,3,0.2,1,1,MCHENRY-FAIR OAKS HEALTH CARE CENTER,145917,2020-11-22,145917,FAIR OAKS HEALTH CARE CENTER,471 TERRA COTTA AVENUE,CRYSTAL LAKE,IL,McHenry,60014.0,Y,0.0,3.0,3.0,17.0,1.0,20.0,0.0,1.0,0.0,1.0,51.0,35.0,3.0,15.0,1.0,16.0,0.0,0.0,N,N,N,N,85.7,0.0,485.7,28.6,5.9,Y,N,POINT (-88.339237 42.248016),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.339237 42.248016)
McHenry,Florence Nursing Home,2020-12-04,35,4,0.11428571428571428,3,1,MCHENRY-FLORENCE NURSING HOME,146127,2020-11-22,146127,FLORENCE NURSING HOME,546 EAST GRANT HIGHWAY,MARENGO,IL,McHenry,60152.0,Y,0.0,7.0,0.0,21.0,0.0,5.0,0.0,25.0,0.0,15.0,42.0,34.0,2.0,12.0,0.0,3.0,0.0,0.0,N,N,N,N,0.0,0.0,617.6,441.2,71.4,N,N,POINT (-88.60218 42.24637100000001),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,28.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.60218 42.24637100000001)
McHenry,Fox Point Assisted Living,2020-12-04,24,2,0.08333333333333333,1,1,MCHENRY-FOX POINT ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Fox Point Memory Care,2020-12-04,25,4,0.16,1,1,MCHENRY-FOX POINT MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Hearthstone Manor ,2020-12-04,69,7,0.10144927536231885,1,1,MCHENRY-HEARTHSTONE MANOR ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Hearthstone Manor  (2),2020-12-04,7,0,0.0,1,1,MCHENRY-HEARTHSTONE MANOR  (2),No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Hearthstone Manor #3,2020-12-04,2,0,0.0,1,1,MCHENRY-HEARTHSTONE MANOR #3,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Hearthstone Village,2020-12-04,5,0,0.0,1,1,MCHENRY-HEARTHSTONE VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Melody Living in LITH,2020-12-04,9,0,0.0,1,1,MCHENRY-MELODY LIVING IN LITH,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Mercy Harvard Care Center,2020-12-04,13,1,0.07692307692307693,1,1,MCHENRY-MERCY HARVARD CARE CENTER,146014,2020-11-22,146014,MERCY HARVARD HOSPITAL CARE CENTER,901 SOUTH GRANT P O BOX 850,HARVARD,IL,McHenry,60033.0,Y,0.0,0.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,1.0,34.0,17.0,0.0,13.0,0.0,1.0,0.0,0.0,N,N,N,N,0.0,0.0,235.3,58.8,25.0,N,N,,,Y,<1 DAY,Y,N,N,Y,N,N,Y,<1 DAY,Y,N,N,N,Y,N,N,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,
McHenry,Revere Court of Crystal Lake,2020-12-04,14,3,0.21428571428571427,1,1,MCHENRY-REVERE COURT OF CRYSTAL LAKE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Sheltered Village,2020-12-04,42,9,0.21428571428571427,1,1,MCHENRY-SHELTERED VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Sunrise of Crystal Lake,2020-12-04,14,7,0.5,1,1,MCHENRY-SUNRISE OF CRYSTAL LAKE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Sunrise of Crystal Lake Assisted Living and Memory,2020-12-04,3,0,0.0,1,1,MCHENRY-SUNRISE OF CRYSTAL LAKE ASSISTED LIVING AND MEMORY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,The Fountains (2),2020-12-04,2,0,0.0,1,1,MCHENRY-THE FOUNTAINS (2),No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,The Fountains at Crystal Lake,2020-12-04,46,15,0.32608695652173914,1,1,MCHENRY-THE FOUNTAINS AT CRYSTAL LAKE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,The Fountains at Crystal Lake (#3),2020-12-04,23,1,0.043478260869565216,1,1,MCHENRY-THE FOUNTAINS AT CRYSTAL LAKE (#3),No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,The Springs at Crystal Lake,2020-12-04,40,10,0.25,2,1,MCHENRY-THE SPRINGS AT CRYSTAL LAKE,145612,2020-11-22,145612,"SPRINGS AT CRYSTAL LAKE, THE",1000 EAST BRIGHTON LANE,CRYSTAL LAKE,IL,McHenry,60012.0,Y,0.0,2.0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,6.0,97.0,31.0,0.0,21.0,0.0,8.0,0.0,0.0,N,N,N,N,0.0,0.0,645.2,193.5,30.0,N,N,POINT (-88.283588 42.267779),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.283588 42.267779)
McHenry,Three Oaks Assisted Living and Memory Care,2020-12-04,4,0,0.0,2,1,MCHENRY-THREE OAKS ASSISTED LIVING AND MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry,Valley Hi,2020-12-04,3,0,0.0,1,1,MCHENRY-VALLEY HI,145652,2020-11-22,145652,VALLEY HI NURSING HOME,2406 HARTLAND ROAD,WOODSTOCK,IL,McHenry,60098.0,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,128.0,88.0,1.0,4.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,11.4,0.0,0.0,N,N,POINT (-88.51124000000002 42.361954),,Y,,N,N,N,N,N,N,Y,<1 DAY,Y,N,N,N,Y,N,Y,0.0,233.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.51124000000002 42.361954)
McLean,Aperion Care-Bloomington,2020-12-04,5,0,0.0,1,1,MCLEAN-APERION CARE-BLOOMINGTON,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Arcadia Care Bloomington/Aperion,2020-12-04,54,0,0.0,1,1,MCLEAN-ARCADIA CARE BLOOMINGTON/APERION,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Bickford of BLoomington,2020-12-04,48,8,0.16666666666666666,1,1,MCLEAN-BICKFORD OF BLOOMINGTON,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Bloomington Rehabilitation and Health Care,2020-12-04,4,0,0.0,1,1,MCLEAN-BLOOMINGTON REHABILITATION AND HEALTH CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Bloomington Rehabilitation and Healthcare Center,2020-12-04,59,11,0.1864406779661017,1,1,MCLEAN-BLOOMINGTON REHABILITATION AND HEALTHCARE CENTER,145610,2020-11-22,145610,BLOOMINGTON REHABILITATION & HCC,1925 SOUTH MAIN STREET,BLOOMINGTON,IL,McLean,61701.0,Y,0.0,7.0,1.0,29.0,0.0,16.0,0.0,20.0,0.0,9.0,52.0,36.0,0.0,17.0,0.0,0.0,0.0,1.0,Y,Y,Y,Y,27.8,0.0,805.6,250.0,31.0,N,N,POINT (-88.99273 40.455941),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,N,N,N,N,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.99273 40.455941)
McLean,Evergreen Village: Supportive Care,2020-12-04,2,0,0.0,1,1,MCLEAN-EVERGREEN VILLAGE: SUPPORTIVE CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Heritage Health Bloomington,2020-12-04,5,0,0.0,1,1,MCLEAN-HERITAGE HEALTH BLOOMINGTON,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Heritage Health of Normal,2020-12-04,40,6,0.15,1,1,MCLEAN-HERITAGE HEALTH OF NORMAL,145732,2020-11-22,145732,HERITAGE HEALTH-NORMAL,509 NORTH ADELAIDE,NORMAL,IL,McLean,61761.0,Y,0.0,0.0,1.0,24.0,0.0,8.0,0.0,17.0,0.0,5.0,141.0,105.0,2.0,47.0,0.0,25.0,0.0,0.0,N,N,N,N,9.5,0.0,228.6,47.6,20.8,N,N,POINT (-89.00167400000001 40.515829),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,3.0,12.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.00167400000001 40.515829)
McLean,Luther Oakes,2020-12-04,21,1,0.047619047619047616,3,1,MCLEAN-LUTHER OAKES,146184,2020-11-22,146184,LUTHER OAKS,601 LUTZ ROAD,BLOOMINGTON,IL,McLean,61704.0,Y,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,1.0,18.0,17.0,0.0,6.0,0.0,5.0,0.0,0.0,N,N,N,N,0.0,0.0,0.0,58.8,,N,N,POINT (-89.011447 40.444401),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,17.0,50.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.011447 40.444401)
McLean,MarcFirst-Lucerne,2020-12-04,10,0,0.0,1,1,MCLEAN-MARCFIRST-LUCERNE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,McLean County Nursing Home,2020-12-04,5,0,0.0,1,1,MCLEAN-MCLEAN COUNTY NURSING HOME,145494,2020-11-22,145494,MCLEAN COUNTY NURSING HOME,901 NORTH MAIN,NORMAL,IL,McLean,61761.0,Y,0.0,2.0,0.0,1.0,0.0,14.0,0.0,49.0,0.0,0.0,150.0,80.0,3.0,12.0,0.0,14.0,0.0,0.0,N,N,N,N,0.0,0.0,12.5,0.0,0.0,N,N,POINT (-88.995309 40.522773),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.995309 40.522773)
McLean,McLean County Nursing Home ,2020-12-04,18,0,0.0,1,1,MCLEAN-MCLEAN COUNTY NURSING HOME ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,The Lofts Rehabilitation and Nursing of Normal,2020-12-04,17,1,0.058823529411764705,1,1,MCLEAN-THE LOFTS REHABILITATION AND NURSING OF NORMAL,145031,2020-11-22,145031,LOFT REHAB & NURSING OF NORMAL,510 BROADWAY,NORMAL,IL,McLean,61761.0,Y,0.0,0.0,0.0,6.0,0.0,3.0,1.0,6.0,0.0,0.0,108.0,82.0,0.0,11.0,0.0,4.0,0.0,0.0,N,N,Y,N,0.0,0.0,73.2,0.0,0.0,N,N,POINT (-88.985655 40.506603000000005),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,1.0,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.985655 40.506603000000005)
McLean,The Villas of Holly Brook Fox Creek,2020-12-04,40,4,0.1,1,1,MCLEAN-THE VILLAS OF HOLLY BROOK FOX CREEK,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,The Villas of Holly Brook-Towanda Barnes,2020-12-04,17,2,0.11764705882352941,1,1,MCLEAN-THE VILLAS OF HOLLY BROOK-TOWANDA BARNES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Westminster Village,2020-12-04,24,1,0.041666666666666664,1,1,MCLEAN-WESTMINSTER VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLean,Westminster Village Assisted Living ,2020-12-04,10,0,0.0,1,1,MCLEAN-WESTMINSTER VILLAGE ASSISTED LIVING ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menard,Sunny Acres Nursing Home,2020-12-04,26,1,0.038461538461538464,1,1,MENARD-SUNNY ACRES NURSING HOME,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer,Aledo Health and Rehab,2020-12-04,8,0,0.0,1,1,MERCER-ALEDO HEALTH AND REHAB,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer,Brookstone of Aledo,2020-12-04,16,4,0.25,1,1,MERCER-BROOKSTONE OF ALEDO,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe,Cedarhurst Senior Living -Waterloo,2020-12-04,6,0,0.0,1,1,MONROE-CEDARHURST SENIOR LIVING -WATERLOO,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe,Cedarhurst of Waterloo,2020-12-04,16,1,0.0625,1,1,MONROE-CEDARHURST OF WATERLOO,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe,Garden Place Independant & Assisted Living,2020-12-04,38,11,0.2894736842105263,1,1,MONROE-GARDEN PLACE INDEPENDANT & ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe,Integrity Healthcare-Columbia Rehab & Care Center,2020-12-04,34,9,0.2647058823529412,1,1,MONROE-INTEGRITY HEALTHCARE-COLUMBIA REHAB & CARE CENTER,145717,2020-11-22,145717,INTEGRITY HC OF COLUMBIA,253 BRADINGTON DRIVE,COLUMBIA,IL,Monroe,62236.0,Y,0.0,23.0,4.0,43.0,0.0,9.0,0.0,13.0,0.0,2.0,119.0,44.0,1.0,30.0,0.0,8.0,0.0,0.0,Y,N,Y,Y,90.9,0.0,977.3,45.5,4.7,Y,N,POINT (-90.221662 38.443844),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1.0,4.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,POINT (-90.221662 38.443844)
